incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,fire_LON,fire_LAT,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,created,log_acres,aspect,elevation,first,hillshade,slope,fire_date,fire_id,matched_veg_LAT,matched_veg_LON,location_distance_degrees,STID,DATE,FUEL_TYPE,FUEL_VARIATION,PERCENT,NAME,GACC,GROUP,veg_LAT,veg_LON,ELE,veg_date,date_gap_days
Idria Fire,Y,2023-07-22T07:39:37Z,2023-07-19T23:32:00Z,CAL FIRE San Benito-Monterey,,San Benito,"New Idria Road, near New Idria",296.0,100.0,,,-120.801732,36.490487,Wildfire,8e5b1375-7f14-4731-aa73-86e5db2e7f70,https://www.fire.ca.gov/incidents/2023/7/19/idria-fire/,2023-07-22T06:00:00Z,2023-07-22,2023-07-19,N,True,False,2023-07-19,2.4712917110589387,22.0,585.7269287109375,18.94194973127145,179.0,1.0,2023-07-19,2026,36.54472222222222,-121.16083333333334,0.3631738246780424,1116,2020-09-15,Chamise,New Growth,61.0,Smith Ranch,SOCC,CAL FIRE San Benito- Monterey Unit,36.54472222222222,-121.16083333333334,1400.0,2020-09-15,1037
Oak Fire,Y,2023-07-20T19:46:08Z,2023-07-19T14:02:00Z,CAL FIRE Riverside Unit,,Riverside,"7100 Block of Sierra Avenue, in Jurupa Valley",137.0,100.0,,,-117.4261,34.0182,Wildfire,4882ca86-e46f-429b-bc3c-194654bfb01f,https://www.fire.ca.gov/incidents/2023/7/19/oak-fire/,2023-07-20T17:00:00Z,2023-07-20,2023-07-19,N,True,False,2023-07-19,2.1367205671564067,157.0,283.7356262207031,13.110878324863362,179.0,1.0,2023-07-19,2027,34.1927,-117.4312,0.174574511312507,1208,2022-07-25,Chamise,New Growth,79.0,Sycamore,SOCC,San Bernardino NF,34.1927,-117.4312,2135.0,2022-07-25,359
Wonder Fire,Y,2023-07-31T17:19:43Z,2023-07-24T16:15:00Z,CAL FIRE Shasta-Trinity Unit,,Shasta,"Wonderland Boulevard and Ponderosa Road, South of Shasta Lake",162.0,100.0,,"CAL FIRE Siskiyou Unit, CAL FIRE Tehama-Glenn Unit, Mountain Gate FPD, Shasta County Fire Dept., USFS, CCC, National Guard",-122.3232056,40.7316228,Wildfire,3501b740-d8be-4b0b-a0c8-cf6c923ee810,https://www.fire.ca.gov/incidents/2023/7/24/wonder-fire/,,,2023-07-24,N,True,False,2023-07-24,2.2095150145426308,172.0,293.81134033203125,26.721734987453388,180.0,1.0,2023-07-24,2028,40.69361111111111,-122.42722222222224,0.11074450862553448,1082,2023-07-02,Manzanita,Greenleaf,120.0,Shasta Dam,NOCC,PGE - NOCC,40.69361111111111,-122.42722222222224,1430.0,2023-07-02,22
Victor Fire,Y,2023-08-09T08:22:32Z,2023-07-25T15:25:00Z,Los Angeles County Fire Department,,Los Angeles,"North Sierra Highway and Needham Ranch Parkway, Santa Clarita",70.0,100.0,,,-118.507954,34.356691,Wildfire,44518f29-7ba2-45c1-b6f6-13e3556ee941,https://www.fire.ca.gov/incidents/2023/7/25/victor-fire/,2023-07-27T08:22:04Z,2023-07-27,2023-07-25,N,False,False,2023-07-25,1.845098040014257,328.0,465.396240234375,38.76975923540461,187.0,4.0,2023-07-25,2030,34.3555,-118.5348,0.026872405865503123,898,2015-06-25,Chamise,,75.0,Peach Motorway,SOCC,LA County,34.3555,-118.5348,1900.0,2015-06-25,2952
Agua Fire,Y,2023-12-05T13:55:55Z,2023-07-25T14:17:00Z,Angeles National Forest ,,Los Angeles,"Soledad Canyon, west of Acton",421.0,100.0,,,-118.326389,34.438333,Wildfire,287f3a55-d3a6-4273-ad3c-c66910a12cb9,https://www.fire.ca.gov/incidents/2023/7/25/agua-fire/,2023-08-07T18:00:00Z,2023-08-07,2023-07-25,N,False,False,2023-07-25,2.6242820958356683,339.0,596.0787353515625,87.618322035944,186.0,5.0,2023-07-25,2031,34.3219,-118.3178,0.11674936577986267,504,2017-11-30,Chamise,New Growth,57.0,Gold Creek,SOCC,Angeles NF,34.3219,-118.3178,2125.0,2017-11-30,2063
Turkey Fire,Y,2023-08-03T15:01:36Z,2023-07-26T14:17:00Z,CAL FIRE Butte Unit,,Butte,"Turkey Creek Trail, Swedes Flat Rd, Bangor",65.0,100.0,,,-121.399989,39.446994,Wildfire,6401556e-3e19-467b-8c26-af4a20864672,https://www.fire.ca.gov/incidents/2023/7/26/turkey-fire/,2023-08-03T14:53:38Z,2023-08-03,2023-07-26,N,True,False,2023-07-26,1.8129133566428557,137.0,396.9864501953125,38.09235571107904,144.0,17.0,2023-07-26,2032,39.573888888888895,-121.30583333333333,0.15801139956209753,632,2020-08-23,Manzanita,Greenleaf,79.0,Kanaka,NOCC,PGE - NOCC,39.573888888888895,-121.30583333333333,2300.0,2020-08-23,1067
Bonny Fire,Y,2024-06-04T15:07:27Z,2023-07-27T14:52:00Z,Unified Command: CAL FIRE Riverside Unit and Riverside County Sheriff's Department. ,,Riverside,"45000 Block of Bonny Lane, near Aguanga",2323.0,100.0,,"Bureau of Land Management, California Highway Patrol, California Department of Corrections and Rehabilitation, American Medical Response, California Conservation Corps, California Office of Emergency Services, Red Cross, Riverside County Parks, Riverside County Emergency Management Department, Riverside County Animal Control, Idyllwild Fire Protection District, Pechanga and Soboba Band of Luiseno Indians and Morongo Reservation Fire",-116.7247,33.4769,Wildfire,9140903a-8dd4-45f9-aac7-70921d3f1948,https://www.fire.ca.gov/incidents/2023/7/27/bonny-fire/,2023-08-07T08:32:11Z,2023-08-07,2023-07-27,N,True,False,2023-07-27,3.3660492098002353,1.0,1308.37451171875,21.73799558089597,180.0,6.0,2023-07-27,2033,33.54833333333333,-116.71777777777778,0.07176794738324743,1052,2023-01-30,Chamise,,79.0,SCE-Anza,SOCC,SCE,33.54833333333333,-116.71777777777778,3878.0,2023-01-30,178
Sunset Fire,Y,2023-07-28T19:07:38Z,2023-07-27T18:49:16Z,CAL FIRE Riverside County Fire,,Riverside,"Mesa Street cross of Gilman Street, Banning CA",103.0,100.0,,,-116.9081,33.9372,Wildfire,6444fb86-d180-4a36-98fe-e2959a14965d,https://www.fire.ca.gov/incidents/2023/7/27/sunset-fire/,2023-07-28T17:00:00Z,2023-07-28,2023-07-27,N,True,False,2023-07-27,2.012837224705172,186.0,878.0281982421875,45.24471748635831,185.0,15.0,2023-07-27,2034,33.90555555555555,-116.88138888888888,0.041410799569539115,1053,2023-07-17,Chamise,,89.0,SCE-Banning,SOCC,SCE,33.90555555555555,-116.88138888888888,2293.0,2023-07-17,10
Flynn Fire,Y,2023-07-30T07:17:41Z,2023-07-29T19:09:00Z,CAL FIRE Santa Clara Unit,,Alameda,"I-580 and North Flynn Road, Altamont ",80.0,100.0,,,-121.6065,37.7356,Wildfire,09e1c7bf-e40b-4843-b245-917cb162130b,https://www.fire.ca.gov/incidents/2023/7/29/flynn-fire/,2023-07-30T06:00:00Z,2023-07-30,2023-07-29,N,True,False,2023-07-29,1.9030899869919435,157.0,121.45315551757812,20.750820315225912,159.0,17.0,2023-07-29,2036,37.91361111111111,-121.85166666666666,0.30297631941037034,222,2023-07-17,Chamise,New Growth,92.0,Clayton Ranch,NOCC,CalFire Santa Clara Unit,37.91361111111111,-121.85166666666666,1075.0,2023-07-17,12
Shell Fire,Y,2023-08-02T20:28:11Z,2023-07-30T11:56:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Shell Creek and HWY 58, east of Creston",100.0,100.0,,,-120.334625,35.458459,Wildfire,6550e4e3-ef7f-4ebd-87ca-4a4244fdffd2,https://www.fire.ca.gov/incidents/2023/7/30/shell-fire/,2023-08-02T20:26:50Z,2023-08-02,2023-07-30,N,True,False,2023-07-30,2.0,88.0,421.981201171875,20.949846973658527,175.0,2.0,2023-07-30,2037,35.35777777777778,-120.22972222222222,0.1454004858783309,951,2023-07-13,Chamise,New Growth,104.0,Pozo,SOCC,PGE-SOCC,35.35777777777778,-120.22972222222222,2100.0,2023-07-13,17
York Fire,Y,2023-12-05T14:27:05Z,2023-08-01T09:07:57Z,Mojave National Preserve ,,San Bernardino,"New York Mountains, San Bernardino County, and Clark County",93078.0,100.0,,,-115.317389,35.191889,Wildfire,44335201-1bda-408e-8bed-ec84b650c770,https://www.fire.ca.gov/incidents/2023/8/1/york-fire/,2023-08-19T18:00:00Z,2023-08-19,2023-08-01,N,False,False,2023-08-01,4.9688470428753755,138.0,1567.0513916015625,15.1812595229717,172.0,4.0,2023-08-01,2038,34.189722222222215,-116.89055555555557,1.865259033485713,271,2022-08-12,Chamise,New Growth,104.0,Converse,SOCC,San Bernardino NF,34.189722222222215,-116.89055555555557,5800.0,2022-08-12,354
Haberkern Fire,Y,2023-08-02T20:26:29Z,2023-08-01T16:00:00Z,Kern County Fire ,,Kern," Lebec, South of Bakersfield",35.0,100.0,,,-119.988888,36.7611111,Wildfire,1df129dd-265c-450d-a605-b46d82ca0436,https://www.fire.ca.gov/incidents/2023/8/1/haberkern-fire/,2023-08-02T20:26:18Z,2023-08-02,2023-08-01,N,False,False,2023-08-01,1.5440680443502757,184.0,76.39004516601562,0.7196196087828215,180.0,0.0,2023-08-01,2039,37.17638888888889,-119.58972222222222,0.5760112499711997,763,2022-04-26,Ceanothus,Buckbrush,107.0,McKenzie - Prather,SOCC,CDF Fresno-Kings Unit,37.17638888888889,-119.58972222222222,900.0,2022-04-26,462
Beale Fire,Y,2023-08-09T09:02:14Z,2023-08-01T16:00:00Z,Kern County Fire,,Kern,"Hart Flat, West of Tehachapi",61.0,100.0,,,-120.181725,35.403564,Wildfire,5b23e547-15ae-4b24-a9dd-6d8a8298c0cd,https://www.fire.ca.gov/incidents/2023/8/1/beale-fire/,,,2023-08-01,N,False,False,2023-08-01,1.7853298350107671,345.0,538.9188232421875,30.14448995618467,200.0,26.0,2023-08-01,2040,35.35777777777778,-120.22972222222222,0.06633333616238812,951,2023-07-13,Chamise,New Growth,104.0,Pozo,SOCC,PGE-SOCC,35.35777777777778,-120.22972222222222,2100.0,2023-07-13,19
Nuevo Fire,Y,2023-08-02T09:37:11Z,2023-08-01T10:04:00Z,CAL FIRE Riverside Unit,,Riverside,"31120 Nuevo Road, Juniper Hills",20.0,100.0,,,-117.11938,33.7995,Wildfire,55585f3b-648c-476d-bccb-e2939fd1a670,https://www.fire.ca.gov/incidents/2023/8/1/nuevo-fire/,,,2023-08-01,N,True,False,2023-08-01,1.3010299956639813,335.0,544.3544311523438,53.85070760279512,191.0,8.0,2023-08-01,2041,33.90555555555555,-116.99888888888889,0.16051756514783327,1059,2023-07-17,Chamise,,95.0,SCE-Lamb Canyon,SOCC,SCE,33.90555555555555,-116.99888888888889,2591.0,2023-07-17,15
RV Fire,Y,2023-08-02T08:26:54Z,2023-08-01T13:54:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Interstate 5 near Arburua Rd,29.0,100.0,,,-120.8839,36.9648,Wildfire,e9755bce-f853-4b18-82b7-cdf0921d62a5,https://www.fire.ca.gov/incidents/2023/8/1/rv-fire/,,,2023-08-01,N,True,False,2023-08-01,1.462397997898956,71.0,99.03270721435548,18.722561696970352,164.0,6.0,2023-08-01,2042,36.54472222222222,-121.16083333333334,0.503147503714203,1116,2020-09-15,Chamise,New Growth,61.0,Smith Ranch,SOCC,CAL FIRE San Benito- Monterey Unit,36.54472222222222,-121.16083333333334,1400.0,2020-09-15,1050
Almond Fire,Y,2023-08-04T11:05:15Z,2023-08-02T23:44:00Z,CAL FIRE Riverside Unit,,Riverside,"Bonita Avenue and Poplar Street, Cabazon",95.0,100.0,,,-116.76111,33.91436,Wildfire,e595da7d-9cd4-48a3-9b11-5363cfd066e1,https://www.fire.ca.gov/incidents/2023/8/2/almond-fire/,2023-08-02T09:50:00Z,2023-08-02,2023-08-02,N,True,False,2023-08-02,1.977723605288848,145.0,498.3465576171875,13.627025828137286,178.0,2.0,2023-08-02,2044,33.85138888888889,-116.82555555555555,0.09010322117122922,1290,2022-08-12,Chamise,New Growth,65.0,Vista Grande,SOCC,San Bernardino NF,33.85138888888889,-116.82555555555555,4385.0,2022-08-12,355
Stanley Fire,Y,2023-08-04T11:01:01Z,2023-08-02T13:59:00Z,CAL FIRE Riverside Unit,,Riverside,"Stanley Road & Red Mountain Road, Hemet",16.0,100.0,,,-116.84334,33.602019,Wildfire,08b36383-406f-49a5-bf71-0c629c3c0010,https://www.fire.ca.gov/incidents/2023/8/2/stanley-fire/,,,2023-08-02,N,False,False,2023-08-02,1.2041199826559248,179.0,1103.2598876953125,27.504724062236377,180.0,11.0,2023-08-02,2045,33.708333333333336,-116.77083333333331,0.12868548551886286,1187,2018-09-24,Chamise,New Growth,57.0,Strawberry,SOCC,San Bernardino NF,33.708333333333336,-116.77083333333331,2913.0,2018-09-24,1773
Clayton Fire,Y,2023-08-09T15:06:27Z,2023-08-03T14:28:00Z,CAL FIRE Santa Clara Unit,,Santa Clara,"Clayton Road and Via De La Vista, East San Jose",68.0,100.0,,,-121.464716,37.368648,Wildfire,b76fe4cb-c4c1-423a-a62c-49a9686033c3,https://www.fire.ca.gov/incidents/2023/8/3/clayton-fire/,,,2023-08-03,N,True,False,2023-08-03,1.8325089127062364,244.0,657.6692504882812,40.86661893638899,215.0,13.0,2023-08-03,2046,37.34388888888889,-121.60805555555557,0.14546216611160698,801,2020-07-30,Chamise,New Growth,75.0,Mount Hamilton,NOCC,CalFire Santa Clara Unit,37.34388888888889,-121.60805555555557,3640.0,2020-07-30,1099
Almond Fire,Y,2024-06-04T15:09:17Z,2023-08-06T16:52:04Z,Kern County Fire,,Kern,Highway 46 and highway 33 West of Lost Hills. ,5228.0,100.0,,,-119.835808,35.614674,Wildfire,ac1b69c8-652d-428a-90eb-008eff0029d7,https://www.fire.ca.gov/incidents/2023/8/6/almond-fire/,2023-08-07T18:00:00Z,2023-08-07,2023-08-06,N,False,False,2023-08-06,3.718335578908506,5.0,176.17958068847656,3.609728594753489,180.0,0.0,2023-08-06,2050,35.35777777777778,-120.22972222222222,0.47028085593716024,951,2023-07-13,Chamise,New Growth,104.0,Pozo,SOCC,PGE-SOCC,35.35777777777778,-120.22972222222222,2100.0,2023-07-13,24
Pass ,Y,2023-08-08T08:46:11Z,2023-08-06T16:16:00Z,SDU,,San Diego,"Boulevard, CA",36.0,100.0,,,-116.3017,32.68535,Fire,9f0e025e-d6d3-482c-81e4-d3e0f50c9e41,https://www.fire.ca.gov/incidents/2023/8/6/pass/,,,2023-08-06,N,False,False,2023-08-06,1.5563025007672873,43.0,1154.261474609375,20.234529227509015,142.0,18.0,2023-08-06,2051,32.64694444444444,-116.31666666666666,0.04121877980535101,1332,2023-07-25,Chamise,New Growth,83.0,White Star,SOCC,CAL FIRE San Diego Unit,32.64694444444444,-116.31666666666666,4016.0,2023-07-25,12
Bunnie Fire,Y,2023-08-11T17:09:19Z,2023-08-09T11:18:00Z,CAL FIRE San Diego Unit,,San Diego,"San Vicente Road and Chuck Wagon Road, Ramona",184.0,100.0,,,-116.855731,32.994676,Wildfire,bdbc6903-5fea-4b29-9ddf-874bfd7174c8,https://www.fire.ca.gov/incidents/2023/8/9/bunnie-fire/,2023-08-11T16:00:00Z,2023-08-11,2023-08-09,N,True,False,2023-08-09,2.2648178230095364,153.0,417.1099853515625,32.04943179482423,159.0,15.0,2023-08-09,2052,33.00277777777778,-116.96138888888888,0.10596805314628335,818,2023-07-27,Chamise,New Growth,84.0,Mt. Woodson Station,SOCC,CAL FIRE San Diego Unit,33.00277777777778,-116.96138888888888,2200.0,2023-07-27,13
Rock Fire,Y,2024-06-04T15:09:51Z,2023-08-09T14:35:00Z,CAL FIRE Riverside Unit,,Riverside,"Southwest of Martin St & Davis Rd, Lake Perris",531.0,100.0,,,-117.150639,33.871189,Wildfire,0a2ff66b-76bc-4671-9afe-a2023060b6d9,https://www.fire.ca.gov/incidents/2023/8/9/rock-fire/,2023-08-10T16:00:02Z,2023-08-10,2023-08-09,N,True,False,2023-08-09,2.725094521081469,275.0,485.8112487792969,9.209425714830784,183.0,1.0,2023-08-09,2053,33.90555555555555,-116.99888888888889,0.15559291874307093,1059,2023-07-17,Chamise,,95.0,SCE-Lamb Canyon,SOCC,SCE,33.90555555555555,-116.99888888888889,2591.0,2023-07-17,23
Cemetery Fire,Y,2023-08-10T15:06:45Z,2023-08-09T14:00:00Z,CAL FIRE Butte Unit,,Butte,Highway 99 and Deniz Bros Lane near Gridley in Butte County,68.0,100.0,,,-121.68793,39.377918,Wildfire,4769737e-f0b5-48c0-9b39-90db40414a7d,https://www.fire.ca.gov/incidents/2023/8/9/cemetery-fire/,2023-08-09T18:00:00Z,2023-08-09,2023-08-09,N,True,False,2023-08-09,1.8325089127062364,88.0,29.250837326049805,0.3558469233975406,179.0,0.0,2023-08-09,2054,39.65416666666667,-121.46277777777776,0.3563802028827109,107,2020-05-01,Manzanita,Greenleaf,92.0,Bloomer Hill - SW Old,NOCC,CalFire Butte Unit,39.65416666666667,-121.46277777777776,3000.0,2020-05-01,1195
Dry Creek Complex,Y,2023-12-05T14:18:19Z,2023-08-10T18:51:00Z,CAL FIRE Tulare Unit,,Tulare,"Dry Creek Road and Mile Marker 4, northeast of Woodlake in Tulare County",301.0,100.0,,,-119.0113,36.5323,Wildfire,954a9ca6-3863-4a6f-b22f-fc6bb6fcef6c,https://www.fire.ca.gov/incidents/2023/8/10/dry-creek-complex/,2023-08-10T18:00:00Z,2023-08-10,2023-08-10,N,True,False,2023-08-10,2.4785664955938436,109.0,309.9111022949219,80.80103547541175,147.0,11.0,2023-08-10,2055,36.492222222222225,-118.82944444444443,0.1862194172422156,164,2023-07-19,Chamise,New Growth,74.0,CA-KNP Yucca,SOCC,Sequoia-Kings NP,36.492222222222225,-118.82944444444443,1605.0,2023-07-19,22
Hernandez Fire,Y,2023-08-11T20:21:24Z,2023-08-10T18:47:45Z,CAL FIRE San Benito-Monterey,,San Benito,Hernandez road and San Benito lateral Northeast of King City,75.0,100.0,,,-120.9783812,36.4392121,Wildfire,21d01f9d-fc51-4a0a-88ca-06f934ea2cae,https://www.fire.ca.gov/incidents/2023/8/10/hernandez-fire/,2023-08-11T20:00:00Z,2023-08-11,2023-08-10,N,True,False,2023-08-10,1.8750612633917,57.0,519.6351318359375,52.67070504954651,149.0,12.0,2023-08-10,2056,36.54472222222222,-121.16083333333334,0.21076329578281794,1116,2020-09-15,Chamise,New Growth,61.0,Smith Ranch,SOCC,CAL FIRE San Benito- Monterey Unit,36.54472222222222,-121.16083333333334,1400.0,2020-09-15,1059
Trotter,Y,2023-08-16T17:56:16Z,2023-08-14T11:10:00Z,Kern County Fire Department,,Kern,"Trotter Dr and Skyline Drive, West of Tehachapi ",52.0,100.0,,,-118.6027987,35.1387962,Wildfire,2b5b710e-acec-4818-9d26-22062a75d793,https://www.fire.ca.gov/incidents/2023/8/14/trotter/,2023-08-16T17:00:00Z,2023-08-16,2023-08-14,N,False,False,2023-08-14,1.7160033436347992,223.0,1408.14111328125,80.27178191419857,196.0,7.0,2023-08-14,2057,35.096944444444446,-118.49111111111112,0.11927148424871381,1234,2022-09-01,Ceanothus,Buckbrush,54.0,Tehachapi new growth,SOCC,Kern County FD,35.096944444444446,-118.49111111111112,4600.0,2022-09-01,347
Bitter Fire,Y,2024-06-04T15:10:28Z,2023-08-15T17:56:00Z,CALFIRE - San Luis Obispo Unit,,San Luis Obispo,"Soda Lake Road and Bitterwater Road, Southeast of Shandon",695.0,100.0,,,-120.0574,35.4854,Wildfire,db55b282-4079-4a2a-beb8-e85f42b0491b,https://www.fire.ca.gov/incidents/2023/8/15/bitter-fire/,2023-08-16T06:19:00Z,2023-08-16,2023-08-15,N,True,False,2023-08-15,2.8419848045901137,356.0,703.2772827148438,16.215042005911023,181.0,2.0,2023-08-15,2058,35.35777777777778,-120.22972222222222,0.214435024836295,951,2023-08-15,Chamise,New Growth,77.0,Pozo,SOCC,PGE-SOCC,35.35777777777778,-120.22972222222222,2100.0,2023-08-15,0
Deep Fire,Y,2023-12-05T14:29:17Z,2023-08-16T08:28:40Z,Shasta-Trinity National Forest Service,,Trinity,Stuart Fork drainage,4198.0,100.0,,,-122.94871,40.93686,Wildfire,47a47e9a-ab8a-4f4c-91fb-3504843cdf45,https://www.fire.ca.gov/incidents/2023/8/16/deep-fire/,2023-10-02T14:44:33Z,2023-10-02,2023-08-16,N,False,False,2023-08-16,3.623042434246382,285.0,1384.0360107421875,184.775923185137,255.0,40.0,2023-08-16,2060,40.86222222222222,-122.81583333333332,0.1524040892366602,821,2023-08-01,Douglas-Fir,,107.0,Mule Ck GS,NOCC,Shasta-Trinity NF,40.86222222222222,-122.81583333333332,2660.0,2023-08-01,15
Slide 1 Fire,Y,2023-12-05T14:28:23Z,2023-08-16T08:35:57Z,Mendocino National Forest Service,,Tehama,North of Mount Linn,473.0,100.0,,,-122.855,40.036944,Wildfire,b552934b-98f7-48dd-bbd5-33e1caf89817,https://www.fire.ca.gov/incidents/2023/8/16/slide-1-fire/,2023-08-22T01:30:00Z,2023-08-22,2023-08-16,N,False,False,2023-08-16,2.6748611407378116,334.0,2404.997314453125,84.46912604559687,220.0,30.0,2023-08-16,2061,40.31194444444444,-122.79138888888887,0.28226161251830595,963,2023-08-13,Chamise,,59.84,R Wild Horse Ranch,NOCC,CalFire Tehama-Glenn Unit,40.31194444444444,-122.79138888888887,1780.0,2023-08-13,3
Smith River Complex,Y,2023-12-05T14:30:00Z,2023-08-15T07:00:00Z,Six Rivers National Forest,,Del Norte,"South of the Oregon border, northeast of High Plateau Mountain",95107.0,100.0,,,-123.868447,41.958269,Wildfire,d9e259d7-24d5-4e15-b9df-0c23fac25f9c,https://www.fire.ca.gov/incidents/2023/8/15/smith-river-complex/,2023-11-17T18:00:00Z,2023-11-17,2023-08-15,N,False,False,2023-08-15,4.978212482757543,62.0,869.3758544921875,88.04958340506207,88.0,35.0,2023-08-15,2062,41.849722222222226,-124.0075,0.17640334400156613,480,2023-08-04,Manzanita,Greenleaf,100.0,Gasquet,NOCC,Six Rivers NF,41.849722222222226,-124.0075,700.0,2023-08-04,11
Cochrane Fire,Y,2023-08-23T14:24:33Z,2023-08-16T17:31:03Z,CAL FIRE Santa Clara Unit,,Santa Clara,Hwy 101 and Coyote Creek Golf Drive in North Morgan Hill,72.0,100.0,,,-121.67208,37.18725,Wildfire,ffa56129-0d5e-4ec5-bfae-3440757d9deb,https://www.fire.ca.gov/incidents/2023/8/16/cochrane-fire/,2023-08-23T14:24:10Z,2023-08-23,2023-08-16,N,True,False,2023-08-16,1.8573324964312683,226.0,299.70440673828125,66.69799813362206,217.0,16.0,2023-08-16,2063,37.34388888888889,-121.60805555555557,0.16921841211512528,801,2020-07-30,Chamise,New Growth,75.0,Mount Hamilton,NOCC,CalFire Santa Clara Unit,37.34388888888889,-121.60805555555557,3640.0,2020-07-30,1112
Thirty Five Fire,Y,2023-08-17T18:19:56Z,2023-08-17T12:36:00Z,CAL FIRE Tehama-Glenn Unit,,Glenn,"County Road 35 and County Road 33, west of Artois",109.0,100.0,,,-122.3287,39.6194,Wildfire,1c3481f5-3d33-40a2-8f24-5edbebc17d6c,https://www.fire.ca.gov/incidents/2023/8/17/thirty-five-fire/,2023-08-17T17:00:00Z,2023-08-17,2023-08-17,N,True,False,2023-08-17,2.037426497940624,194.0,106.6641082763672,9.809949042447371,181.0,1.0,2023-08-17,2064,39.4437,-122.4817,0.23297959138087923,1184,2023-08-13,Chamise,,70.01,TGU Elk Creek,NOCC,CalFire Tehama-Glenn Unit,39.4437,-122.4817,1260.0,2023-08-13,4
Coyote Fire,Y,2023-12-05T14:19:07Z,2023-08-17T12:11:00Z,Unified Command: CAL FIRE San Diego Unit and San Diego County Sheriff,,San Diego,Coyote Holler Road and Round Potrero Road,466.0,100.0,,,-116.6415,32.6347,Wildfire,243c4ae4-f7eb-44f4-b5e8-ff8c4baaccd5,https://www.fire.ca.gov/incidents/2023/8/17/coyote-fire/,2023-08-20T18:00:00Z,2023-08-20,2023-08-17,N,True,False,2023-08-17,2.66838591669,224.0,774.4132080078125,30.968090465090505,189.0,4.0,2023-08-17,2065,32.66638888888889,-116.7,0.06653146382737501,66,2014-12-21,Chamise,New Growth,73.0,Barrett,SOCC,SDG&E,32.66638888888889,-116.7,2500.0,2014-12-21,3161
Happy Camp Complex,Y,2023-12-05T14:30:30Z,2023-08-16T10:27:00Z,Klamath National Forest Service,,Siskiyou,Klamath National Forest and Happy Camp Ranger District near Scott Bar,21725.0,100.0,,,-123.045093,41.777554,Wildfire,2b9ad272-c3c1-4de1-870d-d35b1e383912,https://www.fire.ca.gov/incidents/2023/8/16/happy-camp-complex/,2023-10-31T01:30:00Z,2023-10-31,2023-08-16,N,False,False,2023-08-16,4.336959785120704,23.0,739.4075317382812,139.9657333026961,141.0,34.0,2023-08-16,2066,41.83861111111111,-122.85027777777778,0.20415910860582895,866,2023-07-17,Ceanothus,Buckbrush,73.0,Oak Knoll,NOCC,Klamath NF,41.83861111111111,-122.85027777777778,1940.0,2023-07-17,30
South Fork Complex,Y,2023-12-05T14:31:48Z,2023-08-15T08:00:00Z,Six Rivers National Forest Service,,Trinity,"Little Pilot Rock, Bridgeville",3929.0,100.0,,,-123.662677,40.623606,Wildfire,5608557c-4576-40ac-8f63-a8f428d62117,https://www.fire.ca.gov/incidents/2023/8/15/south-fork-complex/,2023-11-01T18:00:00Z,2023-11-01,2023-08-15,N,False,False,2023-08-15,3.594282028811806,177.0,1198.279541015625,92.24191343559026,177.0,19.0,2023-08-15,2067,40.46527777777778,-123.53138888888888,0.20568032008720516,744,2023-07-31,Douglas-Fir,Coastal,146.497,Mad River,NOCC,Six Rivers NF,40.46527777777778,-123.53138888888888,2578.0,2023-07-31,15
Plant Fire,Y,2023-12-05T14:20:04Z,2023-08-19T13:25:33Z,Los Padres National Forest Service,,Santa Barbara,"Aliso Park Road and Foothill Road, New Cuyama",5464.0,100.0,,,-119.73328,34.9190169,Wildfire,e3297f9e-f753-49b6-9cdf-78700edde34f,https://www.fire.ca.gov/incidents/2023/8/19/plant-fire/,2023-08-30T15:00:00Z,2023-08-30,2023-08-19,N,False,False,2023-08-19,3.737510690673476,351.0,733.036865234375,30.20047094138566,182.0,3.0,2023-08-19,2068,34.665,-119.93944444444443,0.3271518968899557,537,2023-08-16,Chamise,New Growth,102.0,Happy Canyon,SOCC,PGE-SOCC,34.665,-119.93944444444443,1270.0,2023-08-16,3
SRF Lightning Complex,Y,2023-12-05T14:31:03Z,2023-08-20T11:16:48Z,Six Rivers National Forest ,,Humboldt,Humboldt County,50198.0,100.0,,,-123.611167,41.017222,Wildfire,ad8025a3-0060-49db-a048-bce567ee0a57,https://www.fire.ca.gov/incidents/2023/8/20/srf-lightning-complex/,2023-10-29T11:53:12Z,2023-10-29,2023-08-20,N,False,False,2023-08-20,4.700686414231337,97.0,387.7550659179687,120.9774545052858,83.0,33.0,2023-08-20,2069,40.88611111111111,-123.60194444444444,0.13143485350624665,475,2023-08-15,Coyotebrush,,87.0,Friday Ridge,NOCC,PGE - NOCC,40.88611111111111,-123.60194444444444,580.0,2023-08-15,5
