State,County,FIPS,MapDate,DSCI
CA,Alameda County,06001,20230718,0
CA,Alameda County,06001,20230725,0
CA,Alameda County,06001,20230801,0
CA,Alameda County,06001,20230808,0
CA,Alameda County,06001,20230815,0
CA,Alameda County,06001,20230822,0
CA,Alameda County,06001,20230829,0
CA,Alameda County,06001,20230905,0
CA,Alameda County,06001,20230912,0
CA,Alameda County,06001,20230919,0
CA,Alameda County,06001,20230926,0
CA,Alameda County,06001,20231003,0
CA,Alameda County,06001,20231010,0
CA,Alameda County,06001,20231017,0
CA,Alameda County,06001,20231024,0
CA,Alameda County,06001,20231031,0
CA,Alameda County,06001,20231107,0
CA,Alameda County,06001,20231114,0
CA,Alameda County,06001,20231121,0
CA,Alameda County,06001,20231128,0
CA,Alameda County,06001,20231205,0
CA,Alameda County,06001,20231212,0
CA,Alameda County,06001,20231219,0
CA,Alameda County,06001,20231226,0
CA,Alameda County,06001,20240102,0
CA,Alameda County,06001,20240109,0
CA,Alameda County,06001,20240116,0
CA,Alameda County,06001,20240123,0
CA,Alameda County,06001,20240130,0
CA,Alameda County,06001,20240206,0
CA,Alameda County,06001,20240213,0
CA,Alameda County,06001,20240220,0
CA,Alameda County,06001,20240227,0
CA,Alameda County,06001,20240305,0
CA,Alameda County,06001,20240312,0
CA,Alameda County,06001,20240319,0
CA,Alameda County,06001,20240326,0
CA,Alameda County,06001,20240402,0
CA,Alameda County,06001,20240409,0
CA,Alameda County,06001,20240416,0
CA,Alameda County,06001,20240423,0
CA,Alameda County,06001,20240430,0
CA,Alameda County,06001,20240507,0
CA,Alameda County,06001,20240514,0
CA,Alameda County,06001,20240521,0
CA,Alameda County,06001,20240528,0
CA,Alameda County,06001,20240604,0
CA,Alameda County,06001,20240611,0
CA,Alameda County,06001,20240618,0
CA,Alameda County,06001,20240625,0
CA,Alameda County,06001,20240702,0
CA,Alameda County,06001,20240709,0
CA,Alameda County,06001,20240716,0
CA,Alameda County,06001,20240723,0
CA,Alameda County,06001,20240730,0
CA,Alameda County,06001,20240806,0
CA,Alameda County,06001,20240813,0
CA,Alameda County,06001,20240820,0
CA,Alameda County,06001,20240827,0
CA,Alameda County,06001,20240903,0
CA,Alameda County,06001,20240910,100
CA,Alameda County,06001,20240917,100
CA,Alameda County,06001,20240924,100
CA,Alameda County,06001,20241001,100
CA,Alameda County,06001,20241008,100
CA,Alameda County,06001,20241015,100
CA,Alameda County,06001,20241022,100
CA,Alameda County,06001,20241029,100
CA,Alameda County,06001,20241105,100
CA,Alameda County,06001,20241112,100
CA,Alameda County,06001,20241119,100
CA,Alameda County,06001,20241126,59
CA,Alameda County,06001,20241203,59
CA,Alameda County,06001,20241210,59
CA,Alameda County,06001,20241217,59
CA,Alameda County,06001,20241224,59
CA,Alameda County,06001,20241231,59
CA,Alameda County,06001,20250107,59
CA,Alameda County,06001,20250114,59
CA,Alameda County,06001,20250121,59
CA,Alameda County,06001,20250128,59
CA,Alameda County,06001,20250204,59
CA,Alameda County,06001,20250211,59
CA,Alameda County,06001,20250218,59
CA,Alameda County,06001,20250225,59
CA,Alameda County,06001,20250304,59
CA,Alameda County,06001,20250311,59
CA,Alameda County,06001,20250318,46
CA,Alameda County,06001,20250325,33
CA,Alameda County,06001,20250401,33
CA,Alameda County,06001,20250408,33
CA,Alameda County,06001,20250415,33
CA,Alameda County,06001,20250422,33
CA,Alameda County,06001,20250429,33
CA,Alameda County,06001,20250506,32
CA,Alameda County,06001,20250513,32
CA,Alameda County,06001,20250520,32
CA,Alameda County,06001,20250527,32
CA,Alameda County,06001,20250603,34
CA,Alameda County,06001,20250610,34
CA,Alameda County,06001,20250617,34
CA,Alameda County,06001,20250624,34
CA,Alameda County,06001,20250701,35
CA,Alameda County,06001,20250708,35
CA,Alameda County,06001,20250715,35
CA,Alameda County,06001,20250722,35
CA,Alameda County,06001,20250729,35
CA,Alameda County,06001,20250805,35
CA,Alameda County,06001,20250812,35
CA,Alameda County,06001,20250819,35
CA,Alameda County,06001,20250826,35
CA,Alameda County,06001,20250902,35
CA,Alameda County,06001,20250909,35
CA,Alameda County,06001,20250916,35
CA,Alameda County,06001,20250923,35
CA,Alameda County,06001,20250930,35
CA,Alameda County,06001,20251007,35
CA,Alameda County,06001,20251014,33
CA,Alameda County,06001,20251021,0
CA,Alameda County,06001,20251028,0
CA,Alameda County,06001,20251104,0
CA,Alameda County,06001,20251111,0
CA,Alameda County,06001,20251118,0
CA,Alameda County,06001,20251125,0
CA,Alameda County,06001,20251202,0
CA,Alameda County,06001,20251209,0
CA,Alameda County,06001,20251216,0
CA,Alameda County,06001,20251223,0
CA,Alameda County,06001,20251230,0
CA,Alameda County,06001,20260106,0
CA,Alameda County,06001,20260113,0
CA,Alameda County,06001,20260120,0
CA,Alameda County,06001,20260127,0
CA,Alameda County,06001,20260203,0
CA,Alameda County,06001,20260210,0
CA,Alameda County,06001,20260217,0
CA,Alameda County,06001,20260224,0
CA,Alameda County,06001,20260303,0
CA,Alameda County,06001,20260310,0
CA,Alameda County,06001,20260317,0
CA,Alameda County,06001,20260324,0
CA,Alameda County,06001,20260331,51
CA,Alameda County,06001,20260407,69
CA,Alameda County,06001,20260414,68
CA,Alameda County,06001,20260421,69
CA,Alameda County,06001,20260428,0
CA,Alameda County,06001,20260505,0
CA,Alameda County,06001,20260512,0
CA,Alameda County,06001,20260519,0
CA,Alameda County,06001,20260526,0
CA,Alameda County,06001,20260602,0
CA,Alpine County,06003,20130101,91
CA,Alpine County,06003,20130108,18
CA,Alpine County,06003,20130115,17
CA,Alpine County,06003,20130122,17
CA,Alpine County,06003,20130129,17
CA,Alpine County,06003,20130205,17
CA,Alpine County,06003,20130212,17
CA,Alpine County,06003,20130219,17
CA,Alpine County,06003,20130226,100
CA,Alpine County,06003,20130305,101
CA,Alpine County,06003,20130312,71
CA,Alpine County,06003,20130319,71
CA,Alpine County,06003,20130326,100
CA,Alpine County,06003,20130402,100
CA,Alpine County,06003,20130409,100
CA,Alpine County,06003,20130416,100
CA,Alpine County,06003,20130423,196
CA,Alpine County,06003,20130430,196
CA,Alpine County,06003,20130507,200
CA,Alpine County,06003,20130514,200
CA,Alpine County,06003,20130521,200
CA,Alpine County,06003,20130528,200
CA,Alpine County,06003,20130604,200
CA,Alpine County,06003,20130611,200
CA,Alpine County,06003,20130618,200
CA,Alpine County,06003,20130625,241
CA,Alpine County,06003,20130702,244
CA,Alpine County,06003,20130709,244
CA,Alpine County,06003,20130716,300
CA,Alpine County,06003,20130723,300
CA,Alpine County,06003,20130730,300
CA,Alpine County,06003,20130806,300
CA,Alpine County,06003,20130813,300
CA,Alpine County,06003,20130820,300
CA,Alpine County,06003,20130827,300
CA,Alpine County,06003,20130903,300
CA,Alpine County,06003,20130910,300
CA,Alpine County,06003,20130917,300
CA,Alpine County,06003,20130924,300
CA,Alpine County,06003,20131001,300
CA,Alpine County,06003,20131008,300
CA,Alpine County,06003,20131015,300
CA,Alpine County,06003,20131022,300
CA,Alpine County,06003,20131029,300
CA,Alpine County,06003,20131105,300
CA,Alpine County,06003,20131112,300
CA,Alpine County,06003,20131119,342
CA,Alpine County,06003,20131126,342
CA,Alpine County,06003,20131203,342
CA,Alpine County,06003,20131210,342
CA,Alpine County,06003,20131217,342
CA,Alpine County,06003,20131224,342
CA,Alpine County,06003,20131231,342
CA,Alpine County,06003,20140107,342
CA,Alpine County,06003,20140114,400
CA,Alpine County,06003,20140121,400
CA,Alpine County,06003,20140128,400
CA,Alpine County,06003,20140204,400
CA,Alpine County,06003,20140211,379
CA,Alpine County,06003,20140218,379
CA,Alpine County,06003,20140225,386
CA,Alpine County,06003,20140304,386
CA,Alpine County,06003,20140311,386
CA,Alpine County,06003,20140318,400
CA,Alpine County,06003,20140325,400
CA,Alpine County,06003,20140401,400
CA,Alpine County,06003,20140408,400
CA,Alpine County,06003,20140415,400
CA,Alpine County,06003,20140422,400
CA,Alpine County,06003,20140429,400
CA,Alpine County,06003,20140506,400
