incident_name,incident_id,DSCI_current,DSCI_4wk_avg,DSCI_8wk_avg,DSCI_12wk_avg,DSCI_16wk_avg,DSCI_25wk_avg,DSCI_36wk_avg,DSCI_42wk_avg,DSCI_52wk_avg,eddi90d_current,spei180d_current,pdsi_current,eddi90d_1wk_avg,spei180d_1wk_avg,pdsi_1wk_avg,eddi90d_2wk_avg,spei180d_2wk_avg,pdsi_2wk_avg,eddi90d_4wk_avg,spei180d_4wk_avg,pdsi_4wk_avg
Equestrian Fire,26ec9c89-912e-4c23-a6c9-04b5dcb31970,408.0,408.0,384.75,342.5,309.9375,290.52,271.19444444444446,261.0238095238095,249.28846153846155,2.0899999141693115,-1.690000057220459,-4.900000095367432,2.0899999141693115,-1.690000057220459,-4.885000228881836,2.0899999141693115,-1.8233333826065063,-4.863333225250244,2.0899999141693115,-1.956666588783264,-4.736666679382324
Park Fire,6672b6ad-981e-43e8-b4ad-a75285ab9f90,483.0,483.0,436.25,407.6666666666667,391.5,378.76,374.8611111111111,367.3095238095238,350.03846153846155,2.0899999141693115,-2.0899999141693115,-5.960000038146973,2.0899999141693115,-2.0899999141693115,-5.960000038146973,2.0899999141693115,-2.0899999141693115,-5.943333148956299,2.0899999141693115,-2.0899999141693115,-5.849999904632568
Pomo Fire,83e251e4-196f-4db5-b5ba-bed8e300380c,474.0,474.0,441.875,413.9166666666667,396.4375,388.52,392.02777777777777,383.64285714285717,367.5576923076923,2.0899999141693115,-2.0899999141693115,-5.949999809265137,2.0899999141693115,-2.0899999141693115,-5.949999809265137,2.0899999141693115,-2.0899999141693115,-5.900000095367432,2.0899999141693115,-2.0899999141693115,-5.743333339691162
Alabama Fire,2947b64d-5835-411b-a603-afcbaf8d53d8,495.0,495.0,481.0,466.8333333333333,459.625,444.68,388.3333333333333,357.04761904761904,306.4423076923077,0.8999999761581421,-0.800000011920929,-3.0999999046325684,0.8999999761581421,-0.800000011920929,-2.930000066757202,0.6100000143051147,-0.8333333134651184,-2.9200000762939453,0.5220000147819519,-0.9580000042915344,-2.9140000343322754
Crane Fire,f5d44748-ed74-4660-ab1a-b94f483ab5df,490.0,460.0,434.375,401.1666666666667,367.0625,325.28,256.52777777777777,223.78571428571428,180.75,1.0099999904632568,-2.0899999141693115,-4.440000057220459,0.4699999988079071,-1.4500000476837158,-4.420000076293945,0.3433333337306976,-1.663333296775818,-4.433333396911621,0.2199999988079071,-1.8339999914169312,-4.429999828338623
Willow Fire,961a9b24-0bad-4c53-9809-14fe98d515c4,401.0,358.0,324.125,269.5,227.125,201.36,164.61111111111111,143.23809523809524,118.28846153846153,0.8999999761581421,-0.8999999761581421,-4.460000038146973,0.8999999761581421,-0.8999999761581421,-4.460000038146973,0.8999999761581421,-1.06333327293396,-4.413333415985107,0.8799999952316284,-1.218000054359436,-4.332000255584717
Antelope Fire,587e51fd-ad97-4894-b53e-300a78e4dc80,470.0,465.0,446.875,422.4166666666667,396.0625,369.32,317.5,291.7142857142857,258.0769230769231,1.690000057220459,-2.0899999141693115,-5.389999866485596,1.690000057220459,-2.0899999141693115,-5.389999866485596,1.4166666269302368,-2.0899999141693115,-5.383333206176758,1.3619999885559082,-2.0899999141693115,-5.3460001945495605
Success Fire,8e8e1a5e-0855-4751-8ad1-70730007657c,470.0,465.0,446.875,422.4166666666667,396.0625,369.32,317.5,291.7142857142857,258.0769230769231,1.1299999952316284,-1.690000057220459,-4.199999809265137,1.1299999952316284,-1.690000057220459,-4.199999809265137,1.0499999523162842,-1.956666588783264,-4.206666469573975,0.9919999837875366,-2.009999990463257,-4.193999767303467
Nettle Fire,ecdd77c3-2919-44d8-9ee9-c176271b04d0,470.0,465.0,446.875,422.4166666666667,396.0625,369.32,317.5,291.7142857142857,258.0769230769231,0.800000011920929,-1.4500000476837158,-4.579999923706055,0.800000011920929,-1.4500000476837158,-4.579999923706055,0.7699999809265137,-1.663333296775818,-4.556666851043701,0.7139999866485596,-1.8339999914169312,-4.5
Inyo Creek Fire,68b1630c-10e7-4d99-9c61-baa592f1dd83,495.0,495.0,481.0,466.8333333333333,459.625,444.68,388.3333333333333,357.04761904761904,306.4423076923077,0.800000011920929,-0.7099999785423279,-3.150000095367432,0.8500000238418579,-0.6649999618530273,-3.150000095367432,0.8666666746139526,-0.6800000071525574,-3.156666755676269,0.6666666865348816,-0.6649999618530273,-3.1683335304260254
Bautista Fire,cfcf1a2b-e358-4dc0-ab39-93ebe94fc843,343.0,343.0,341.5,327.5,314.125,291.76,253.02777777777777,233.33333333333334,191.53846153846155,1.2799999713897705,-1.0099999904632568,-3.289999961853028,1.1449999809265137,-1.0099999904632568,-3.2950000762939453,0.9199999570846558,-1.0499999523162842,-3.299999952316284,0.6683332920074463,-1.1150000095367432,-3.304999828338623
Overland Fire,8992a229-a245-431d-9a61-11f8d545d93b,212.0,211.5,186.75,160.41666666666666,146.75,131.72,109.91666666666667,100.45238095238095,82.75,2.0899999141693115,-1.2799999713897705,-2.5199999809265137,2.0899999141693115,-1.204999923706055,-2.5349998474121094,2.0899999141693115,-1.1799999475479126,-2.549999952316284,2.0899999141693115,-1.2583333253860474,-2.588333368301392
76 Fire,c9ccf962-449a-4fe8-a1ec-42672f023868,343.0,343.0,341.5,327.5,314.125,291.76,253.02777777777777,233.33333333333334,191.53846153846155,2.0899999141693115,-2.0899999141693115,-2.75,2.0899999141693115,-2.0899999141693115,-2.775000095367432,2.0899999141693115,-2.0899999141693115,-2.7933332920074463,2.0899999141693115,-2.0899999141693115,-2.8499999046325684
Clevenger Fire,32ea3306-088d-4779-9009-2763c7f8a38c,212.0,211.5,186.75,160.41666666666666,146.75,131.72,109.91666666666667,100.45238095238095,82.75,0.6299999952316284,-0.6200000047683716,-3.039999961853028,0.3900000154972076,-0.7100000381469727,-3.049999952316284,0.270000010728836,-0.7400000095367432,-3.053333282470703,0.1400000005960464,-0.875,-3.0450000762939453
Cow Fire,37385589-19f2-43fd-96fb-6a5cd28c607c,474.0,474.0,431.375,399.75,380.8125,368.08,360.3333333333333,352.3809523809524,332.78846153846155,2.0899999141693115,-1.4500000476837158,-4.820000171661377,1.8899999856948853,-1.5700000524520874,-4.805000305175781,1.956666588783264,-1.6100000143051147,-4.786666870117188,2.0233333110809326,-1.850000023841858,-4.708333492279053
Watt Fire,1702e4de-4414-4604-a70d-e0f54df154bd,427.0,427.0,394.875,355.0,326.3125,305.0,285.69444444444446,276.0238095238095,264.6923076923077,2.0899999141693115,-2.0899999141693115,-6.920000076293945,2.0899999141693115,-2.0899999141693115,-6.920000076293945,2.0899999141693115,-2.0899999141693115,-6.916666507720947,2.0899999141693115,-2.0899999141693115,-6.855000019073486
Antelope Fire,4c9c4b27-d45d-453d-82f9-39da5ccfe176,393.0,388.5,386.25,385.5,378.625,382.24,371.25,361.4047619047619,335.25,1.4500000476837158,-1.690000057220459,-5.46999979019165,1.4500000476837158,-1.690000057220459,-5.389999866485596,1.2866666316986084,-1.690000057220459,-5.356666564941406,1.149999976158142,-1.690000057220459,-5.260000228881836
Panoche Fire,348304a5-5d65-46bb-a9f6-4e8ce6ca985b,400.0,379.75,349.0,300.1666666666667,256.375,221.72,197.19444444444446,183.3095238095238,167.25,2.0899999141693115,-0.4600000083446502,-4.010000228881836,2.0899999141693115,-0.4600000083446502,-4.010000228881836,1.5499999523162842,-0.5133333206176758,-4.016666889190674,1.3339999914169312,-0.5400000214576721,-4.00600004196167
Mesa Fire,9bacadf6-c7e2-43c9-b8e6-41be7a79579b,211.0,211.5,199.0,169.16666666666666,153.3125,135.96,114.55555555555556,104.45238095238095,86.8076923076923,0.2399999946355819,-0.7099999785423279,-3.1600000858306885,0.7099999785423279,-0.7099999785423279,-3.430000066757202,0.3733333349227905,-0.8733333349227905,-3.446666717529297,0.2639999985694885,-0.9519999623298644,-3.450000047683716
Pine Fire,691ca75a-6419-40ab-87d7-bbe92796307c,474.0,474.0,446.25,412.25,390.1875,372.56,364.77777777777777,356.5238095238095,337.1923076923077,2.0899999141693115,-1.690000057220459,-6.53000020980835,2.0899999141693115,-1.690000057220459,-6.53000020980835,2.0899999141693115,-1.956666588783264,-6.436666965484619,2.0899999141693115,-2.009999990463257,-6.312000274658203
4-3 Fire,e9761340-1808-42f6-b773-fb7047a2a638,393.0,388.5,386.25,385.5,378.625,382.24,371.25,361.4047619047619,335.25,1.4500000476837158,-1.690000057220459,-5.070000171661377,1.4500000476837158,-1.690000057220459,-5.045000076293945,1.34333336353302,-1.690000057220459,-5.019999980926514,1.1616666316986084,-1.6100000143051147,-4.921666622161865
Lava Fire,9d7c19c4-f146-4b3e-a4c3-5ea9c3247208,391.0,383.5,372.625,363.6666666666667,356.875,361.72,367.80555555555554,367.85714285714283,365.11538461538464,1.690000057220459,-1.4500000476837158,-6.659999847412109,1.8899999856948853,-2.0899999141693115,-6.569999694824219,1.743333339691162,-2.0899999141693115,-6.556666851043701,1.6766667366027832,-2.0899999141693115,-6.478333473205566
Henry Fire,511f1793-96a5-4866-a993-1d271e03b076,400.0,400.0,375.25,348.5833333333333,331.5625,300.6,280.97222222222223,269.4047619047619,256.0576923076923,2.0899999141693115,-1.4500000476837158,-4.690000057220459,2.0899999141693115,-1.4500000476837158,-4.635000228881836,1.8199999332427976,-1.3933333158493042,-4.573333263397217,1.3966666460037231,-1.340000033378601,-4.394999980926514
Paseo Fire,909624c0-d36c-4b9a-8f34-a9e02961b883,400.0,400.0,400.0,351.6666666666667,309.9375,277.56,261.27777777777777,251.45238095238096,236.94230769230768,0.7099999785423279,-1.0099999904632568,-4.980000019073486,0.8049999475479126,-1.0099999904632568,-4.970000267028809,0.8033333420753479,-1.0099999904632568,-4.956666469573975,0.7149999737739563,-1.069999933242798,-4.903333187103272
Steins Fire,b3136d0f-6ef3-46ea-9342-6d6b0d82d274,408.0,408.0,398.25,358.5,322.875,294.84,276.97222222222223,265.9761904761905,253.28846153846155,2.0899999141693115,-1.690000057220459,-4.78000020980835,2.0899999141693115,-1.5700000524520874,-4.770000457763672,2.0899999141693115,-1.53000009059906,-4.760000228881836,2.0233333110809326,-1.6366666555404663,-4.699999809265137
Canyon Fire,eddffab0-51af-490d-b60e-640300fe6085,490.0,475.0,448.75,417.0,381.875,336.04,268.97222222222223,235.45238095238096,190.17307692307693,2.0899999141693115,-2.0899999141693115,-4.5,2.0899999141693115,-2.0899999141693115,-4.515000343322754,2.0899999141693115,-2.0899999141693115,-4.526666641235352,2.0899999141693115,-2.0899999141693115,-4.5316667556762695
Sky Fire,9128e6fe-a114-479a-a43c-64ea56411eb5,483.0,483.0,451.875,419.3333333333333,400.25,383.44,378.1111111111111,371.6666666666667,354.03846153846155,2.0899999141693115,-1.4500000476837158,-4.920000076293945,2.0899999141693115,-1.4500000476837158,-4.829999923706055,2.0899999141693115,-1.4500000476837158,-4.576666831970215,2.0899999141693115,-1.596666693687439,-4.238333225250244
Vulcan Fire,4376d68e-4093-4d4c-aa6f-e0df6d50e9fb,436.0,425.0,406.75,372.1666666666667,342.8125,317.6,283.94444444444446,266.1190476190476,245.51923076923077,2.0899999141693115,-1.2799999713897705,-4.96999979019165,2.0899999141693115,-1.2799999713897705,-4.96999979019165,1.8766666650772093,-1.3933333158493042,-4.986666679382324,1.5783332586288452,-1.7416666746139526,-4.97166633605957
Shell Fire,62f7b39d-1213-47c2-8118-88eb98908af7,490.0,475.0,448.75,417.0,381.875,336.04,268.97222222222223,235.45238095238096,190.17307692307693,1.4500000476837158,-1.1299999952316284,-4.269999980926514,1.690000057220459,-2.0899999141693115,-4.309999942779541,1.690000057220459,-2.0899999141693115,-4.3433332443237305,1.6500000953674316,-2.0899999141693115,-4.353333473205566
Lilly Fire,0794cd0a-12e3-4576-8692-45603ad6b246,435.0,426.25,413.125,374.6666666666667,342.625,310.68,291.3611111111111,278.3095238095238,263.25,1.1299999952316284,-2.0899999141693115,-7.260000228881836,2.0899999141693115,-2.0899999141693115,-7.110000133514404,1.8199999332427976,-2.0899999141693115,-7.039999961853027,1.6719999313354492,-2.009999990463257,-6.961999893188477
Stowe Fire,2aaf4aba-1155-4f25-a5a6-fd6ee8d66f8c,343.0,343.0,342.25,333.0,318.5,295.24,258.8611111111111,239.64285714285714,198.1346153846154,1.1299999952316284,-0.5400000214576721,-2.9100000858306885,1.1299999952316284,-0.5400000214576721,-2.9100000858306885,0.9233333468437196,-0.653333306312561,-2.9133334159851074,0.6499999761581421,-0.6940000057220459,-2.9040000438690186
Peak Fire,d6b89198-5fd8-498f-8429-3d2994f496f9,412.0,410.25,407.5,405.1666666666667,398.125,387.2,345.52777777777777,318.57142857142856,265.0192307692308,0.800000011920929,-0.800000011920929,-3.4800000190734863,1.4500000476837158,-0.800000011920929,-3.640000104904175,1.2866666316986084,-0.8666666746139526,-3.62333345413208,0.9919999837875366,-0.9020000100135804,-3.5920000076293945
Tennant Fire,3a83c4bc-28cc-4792-849b-fedb5629e4bc,391.0,383.5,372.625,363.6666666666667,356.875,361.72,367.80555555555554,367.85714285714283,365.11538461538464,1.1299999952316284,-2.0899999141693115,-7.260000228881836,2.0899999141693115,-2.0899999141693115,-7.110000133514404,1.8199999332427976,-2.0899999141693115,-7.039999961853027,1.6719999313354492,-2.009999990463257,-6.961999893188477
Beswick Fire,9692e02d-4a87-48b7-b261-f83f4a951642,391.0,383.5,372.625,363.6666666666667,356.875,361.72,367.80555555555554,367.85714285714283,365.11538461538464,2.0899999141693115,-2.0899999141693115,-5.730000019073486,2.0899999141693115,-2.0899999141693115,-5.659999847412109,1.8766666650772093,-2.0899999141693115,-5.643333435058594,1.8020000457763672,-2.0899999141693115,-5.5960001945495605
Blue Fire,ac0c072d-d926-49f2-8a3d-c18ea5d32010,436.0,436.0,414.25,386.3333333333333,354.8125,324.64,291.6111111111111,272.76190476190476,250.84615384615384,2.0899999141693115,-1.690000057220459,-5.099999904632568,2.0899999141693115,-1.5700000524520874,-5.090000152587891,1.956666588783264,-1.53000009059906,-5.076666831970215,1.743333339691162,-1.4900000095367432,-4.986666679382324
R-1 Fire,187580ca-f6fc-4cbb-bf50-a0e5daa43626,400.0,400.0,400.0,394.0,381.25,365.8,352.30555555555554,345.0238095238095,319.5576923076923,2.0899999141693115,-1.0099999904632568,-3.2100000381469727,2.0899999141693115,-0.9549999833106996,-3.190000057220459,2.0899999141693115,-0.9366666674613952,-3.1633334159851074,1.7699999809265137,-0.7983333468437195,-3.059999942779541
Salt Fire,b07cd929-6dde-4ad9-b845-a2fdc5ba3f97,474.0,474.0,455.5,424.75,399.5625,377.04,369.22222222222223,360.6666666666667,341.59615384615387,2.0899999141693115,-1.4500000476837158,-5.300000190734863,2.0899999141693115,-1.4500000476837158,-5.244999885559082,2.0899999141693115,-1.4500000476837158,-5.196666717529297,1.956666588783264,-1.5700000524520874,-5.011666774749756
Sugar Fire,700200c7-a450-44f4-a447-244feb07925c,400.0,400.0,400.0,379.75,360.875,338.96,327.05555555555554,323.1904761904762,305.15384615384613,2.0899999141693115,-2.0899999141693115,-5.889999866485596,2.0899999141693115,-2.0899999141693115,-5.409999847412109,1.8233333826065063,-1.8233333826065063,-5.363333225250244,1.506666660308838,-1.5833333730697632,-5.284999847412109
Ysabel Fire,dd8d424d-e416-48a4-87e0-ddc26d4fdcb3,211.0,211.5,211.25,177.91666666666666,159.875,140.2,119.19444444444444,108.45238095238095,90.86538461538461,0.5400000214576721,-0.4600000083446502,-2.9100000858306885,0.5400000214576721,-0.4600000083446502,-2.9100000858306885,0.4666666686534881,-0.4133333265781402,-2.9100000858306885,0.2540000081062317,-0.4979999959468841,-2.888000011444092
Main Fire,421fd9f2-1fbb-4bec-bf19-3318fa4830dc,470.0,470.0,465.0,439.9166666666667,417.1875,383.88,335.22222222222223,308.64285714285717,271.65384615384613,1.690000057220459,-1.4500000476837158,-4.659999847412109,1.690000057220459,-1.4500000476837158,-4.659999847412109,1.3666666746139526,-1.4733333587646484,-4.686666488647461,1.2239999771118164,-1.7200000286102295,-4.697999954223633
Tamarack Fire,3a281cd5-4d2b-47a7-89b7-1194e921805a,400.0,400.0,383.5,358.5,339.0625,304.6,286.52777777777777,274.1666666666667,259.90384615384613,1.2799999713897705,-1.1299999952316284,-4.440000057220459,1.4100000858306885,-1.0149999856948853,-4.255000114440918,1.503333330154419,-1.1033333539962769,-4.256666660308838,1.31166672706604,-1.1416666507720947,-4.236666679382324
Fish Fire,be285500-c0c4-4f7e-83ae-1f9a991578b1,436.0,436.0,414.25,386.3333333333333,354.8125,324.64,291.6111111111111,272.76190476190476,250.84615384615384,1.4500000476837158,-1.2799999713897705,-5.230000019073486,1.5700000524520874,-1.3650000095367432,-5.260000228881836,1.6100000143051147,-1.336666703224182,-5.2833333015441895,1.4483333826065063,-1.433333396911621,-5.335000038146973
Tumbleweed Fire,a7d2c14e-66e8-4ac6-9538-ad9612dce2d5,401.0,401.0,393.0,383.0,346.375,295.08,240.58333333333334,208.92857142857142,168.75,1.4500000476837158,-2.0899999141693115,-4.320000171661377,1.4500000476837158,-1.8899999856948853,-4.340000152587891,1.4500000476837158,-1.743333339691162,-4.360000133514404,1.2450000047683716,-1.850000023841858,-4.401666641235352
Beckwourth Complex,882f419d-ff9e-4533-b8da-a428ffcfec6e,400.0,400.0,400.0,379.75,360.875,338.96,327.05555555555554,323.1904761904762,305.15384615384613,2.0899999141693115,-2.0899999141693115,-5.889999866485596,1.8899999856948853,-2.0899999141693115,-5.409999847412109,1.8233333826065063,-1.956666588783264,-5.396666526794434,1.6200000047683716,-1.690000057220459,-5.328333377838135
Juniper Fire,5eaaed19-b38a-49f1-84f8-78d9f8c76656,393.0,390.75,387.375,386.25,380.8125,382.04,373.75,363.5952380952381,339.2692307692308,2.0899999141693115,-2.0899999141693115,-5.369999885559082,1.8899999856948853,-2.0899999141693115,-5.375,1.8233333826065063,-1.956666588783264,-5.37666654586792,1.5950000286102295,-1.8233333826065063,-5.3466668128967285
Broiler Fire,8c512c44-7ddb-44b4-bf03-bab00c0c0c98,398.0,398.0,397.75,386.1666666666667,353.875,326.92,333.6666666666667,334.6904761904762,328.0192307692308,2.0899999141693115,-1.690000057220459,-6.5,2.0899999141693115,-1.690000057220459,-6.53000020980835,2.0899999141693115,-1.690000057220459,-6.526666641235352,2.0899999141693115,-1.8233333826065063,-6.480000019073486
Basalt Fire,82af1b59-858c-43c4-9f4f-842605e6c0c1,400.0,400.0,394.375,374.75,336.1875,295.16,280.3888888888889,266.0952380952381,247.92307692307693,1.690000057220459,-1.4500000476837158,-4.380000114440918,1.690000057220459,-1.4500000476837158,-4.385000228881836,1.690000057220459,-1.4500000476837158,-4.389999866485596,1.756666660308838,-1.5016666650772097,-4.401666641235352
Coyote Fire,3a4d4c77-ff87-458d-b906-e203fc098aa5,393.0,393.0,388.5,387.0,383.0,381.76,376.25,365.7857142857143,343.28846153846155,2.0899999141693115,-2.0899999141693115,-6.239999771118164,2.0899999141693115,-2.0899999141693115,-6.189999580383301,2.0899999141693115,-2.0899999141693115,-6.139999866485596,2.0899999141693115,-1.8899999856948853,-5.960000038146973
Road Fire,f4c4de41-d8d4-4c66-9d9f-4f1ba285bf59,211.0,211.25,211.25,186.66666666666666,166.5,144.44,123.83333333333333,112.42857142857143,94.92307692307692,-0.4600000083446502,-0.2399999946355819,-2.2699999809265137,-0.3499999940395355,-0.2399999946355819,-2.275000095367432,-0.223333328962326,-0.2666666507720947,-2.2799999713897705,-0.1050000041723251,-0.2916666567325592,-2.2933332920074463
Diablo Fire,215529d8-6c0a-4dfa-8d6f-342a5666e1f2,500.0,500.0,493.0,459.8333333333333,416.625,370.44,348.9166666666667,341.92857142857144,329.4807692307692,2.0899999141693115,-2.0899999141693115,-6.690000057220459,2.0899999141693115,-2.0899999141693115,-6.720000267028809,2.0899999141693115,-2.0899999141693115,-6.743333339691162,2.0899999141693115,-2.0899999141693115,-6.784999847412109
Bear Fire,4fde57bd-089f-4c24-b224-b60306e1648d,490.0,490.0,467.5,443.3333333333333,411.5,355.6,293.8611111111111,257.8333333333333,209.01923076923077,1.1299999952316284,-1.4500000476837158,-4.269999980926514,1.1299999952316284,-1.4500000476837158,-4.300000190734863,1.1799999475479126,-1.4500000476837158,-4.326666831970215,1.2133333683013916,-1.568333387374878,-4.389999866485596
River Fire,2acb95c8-7a0b-4bfc-9174-6da944037bf2,431.0,431.0,419.375,396.25,362.8125,312.36,297.02777777777777,283.1666666666667,267.1730769230769,1.690000057220459,-1.1299999952316284,-4.579999923706055,1.690000057220459,-1.1299999952316284,-4.894999980926514,1.8233333826065063,-1.1799999475479126,-4.913333415985107,1.850000023841858,-1.2866666316986084,-4.943333148956299
Bradley Fire,a191b2bc-5dee-4511-b34b-ca06ef62b5ab,391.0,391.0,379.875,372.1666666666667,363.625,361.96,368.97222222222223,369.1190476190476,367.15384615384613,2.0899999141693115,-2.0899999141693115,-5.590000152587891,2.0899999141693115,-2.0899999141693115,-6.679999828338623,2.0899999141693115,-2.0899999141693115,-6.616666316986084,2.0899999141693115,-1.8899999856948853,-6.394999980926514
Dexter Fire,4b66f232-6ab8-4e00-9f8b-957296920ed9,428.0,428.0,413.125,392.1666666666667,377.25,357.0,328.0833333333333,310.07142857142856,288.9423076923077,1.1299999952316284,-0.3899999856948852,-3.75,1.1299999952316284,-0.3899999856948852,-3.75,1.1799999475479126,-0.4666666686534881,-3.866666555404663,1.1050000190734863,-0.6033333539962769,-3.926666736602783
Dixie Fire,00016d5d-1647-49e4-a02a-abf46b8480ae,480.0,480.0,480.0,450.25,428.6875,405.76,397.8888888888889,394.04761904761904,372.9807692307692,2.0899999141693115,-1.690000057220459,-5.610000133514404,2.0899999141693115,-1.690000057220459,-5.610000133514404,2.0899999141693115,-1.690000057220459,-5.559999942779541,2.0899999141693115,-1.6420000791549685,-5.492000102996826
Dolicini Fire,f62a9df9-8661-46de-88de-0b76128e0673,500.0,500.0,482.5,457.5,400.1875,333.12,323.0,319.7142857142857,315.9230769230769,1.690000057220459,-2.0899999141693115,-6.110000133514404,1.0099999904632568,-2.0899999141693115,-5.989999771118164,1.0099999904632568,-2.0899999141693115,-6.016666889190674,1.1683332920074463,-2.0899999141693115,-6.071666717529297
Cannon Fire,925dcb5b-1885-407d-b441-10765a31ce97,480.0,480.0,480.0,450.25,428.6875,405.76,397.8888888888889,394.04761904761904,372.9807692307692,2.0899999141693115,-2.0899999141693115,-5.489999771118164,2.0899999141693115,-2.0899999141693115,-5.610000133514404,2.0899999141693115,-1.956666588783264,-5.630000114440918,2.0899999141693115,-1.7033333778381348,-5.6583333015441895
Border 13 Fire,354a2576-907f-43a2-b152-46355e2bf94a,211.0,211.0,211.25,194.83333333333334,173.0625,148.68,128.47222222222223,116.4047619047619,98.98076923076923,-0.3899999856948852,0.0299999993294477,-2.5199999809265137,-0.4250000119209289,-0.0350000001490116,-2.5349998474121094,-0.4133333265781402,-0.0566666685044765,-2.546666622161865,-0.2116666585206985,-0.1016666665673255,-2.576666593551636
Fork Fire,396abb9e-a291-4183-b0f6-798a5438868c,480.0,480.0,480.0,450.25,428.6875,405.76,397.8888888888889,394.04761904761904,372.9807692307692,2.0899999141693115,-2.0899999141693115,-6.119999885559082,2.0899999141693115,-2.0899999141693115,-5.949999809265137,2.0899999141693115,-2.0899999141693115,-6.006666660308838,2.0899999141693115,-2.0899999141693115,-6.066666603088379
Chicken Fire,35d04cb5-0455-4d36-b857-d7952670aef0,400.0,400.0,400.0,398.0,388.875,370.76,357.75,349.7857142857143,329.4807692307692,2.0899999141693115,-1.690000057220459,-3.930000066757202,1.4500000476837158,-1.4500000476837158,-3.700000047683716,1.53000009059906,-1.3933333158493042,-3.7066667079925537,1.5120000839233398,-1.3179999589920044,-3.686000108718872
Peak Fire,fc8bd27a-c3c8-405d-b13a-d9a1396206e3,490.0,490.0,482.5,462.5,435.25,373.28,318.77777777777777,279.2142857142857,227.8653846153846,1.4500000476837158,-1.4500000476837158,-4.059999942779541,1.4500000476837158,-1.5700000524520874,-4.090000152587891,1.4500000476837158,-1.53000009059906,-4.119999885559082,1.4900000095367432,-1.4900000095367432,-4.196666717529297
Quail Fire,3989e25c-3790-44d5-bf6d-50ca3fd04d95,343.0,343.0,343.0,342.5,335.5,309.32,282.19444444444446,260.8809523809524,224.51923076923077,0.1700000017881393,-0.3199999928474426,-2.7100000381469727,0.2049999982118606,-0.3549999892711639,-2.720000028610229,0.2166666686534881,-0.3666666448116302,-2.7333333492279053,0.3333333134651184,-0.4050000011920929,-2.7799999713897705
Frenchtown Fire,8f768137-0c58-45e5-a8dd-1df9ecc7870f,468.0,468.0,468.0,451.0,419.75,385.16,367.3888888888889,361.6190476190476,348.21153846153845,2.0899999141693115,-1.690000057220459,-5.340000152587891,2.0899999141693115,-1.690000057220459,-5.345000267028809,2.0899999141693115,-1.690000057220459,-5.3433332443237305,2.0899999141693115,-1.690000057220459,-5.301666736602783
Mountain Fire,c8991faa-8d15-4d4c-b3a1-92f58f784420,349.0,349.0,348.375,347.1666666666667,345.25,342.6,357.0833333333333,361.7857142857143,355.4807692307692,1.690000057220459,-2.0899999141693115,-5.480000019073486,1.690000057220459,-2.0899999141693115,-5.480000019073486,1.6100000143051147,-2.0899999141693115,-5.476666450500488,1.6740000247955322,-1.8819999694824217,-5.47599983215332
Park Fire,caf0f448-cdb3-4dc2-a247-35f6f4b41cb3,470.0,470.0,468.75,460.8333333333333,440.875,395.64,361.77777777777777,331.6904761904762,292.0192307692308,2.0899999141693115,-1.690000057220459,-5.079999923706055,1.7699999809265137,-1.4850000143051147,-5.095000267028809,1.743333339691162,-1.4733333587646484,-5.106666564941406,1.7033333778381348,-1.5016666650772097,-5.113333225250244
Pinnacles Fire,200d07c4-0457-4421-875b-4140d482a03e,402.0,401.25,401.125,372.4166666666667,336.875,253.64,228.91666666666666,198.4047619047619,163.01923076923077,1.690000057220459,-0.5400000214576721,-3.7799999713897705,1.690000057220459,-0.5400000214576721,-3.7799999713897705,1.53000009059906,-0.5400000214576721,-3.8366665840148926,1.4980000257492063,-0.5559999942779541,-3.888000011444092
Evans Fire,ef12ac40-d6fb-4871-97ec-c06d0ce51efd,434.0,408.5,404.25,402.8333333333333,386.9375,356.32,339.1111111111111,333.5238095238095,321.3076923076923,1.690000057220459,-2.0899999141693115,-5.0,1.8899999856948853,-2.0899999141693115,-5.010000228881836,1.8233333826065063,-2.0899999141693115,-5.016666889190674,1.7833333015441897,-2.0233333110809326,-5.023333549499512
Robie Fire,47070a62-2ef3-44a9-8b98-a20e0e574f97,497.0,427.25,415.625,411.0833333333333,389.5625,321.32,306.80555555555554,291.54761904761904,273.9423076923077,1.690000057220459,-1.4500000476837158,-4.260000228881836,1.0099999904632568,-1.125,-4.189999580383301,0.9399999976158142,-0.9300000071525574,-4.21999979019165,1.0149999856948853,-0.7750000357627869,-4.300000190734863
McFarland Fire,d0174b70-8652-4242-bf7f-b00e98a48319,400.0,361.75,355.375,351.75,349.375,344.48,357.3611111111111,362.0238095238095,356.9807692307692,1.690000057220459,-2.0899999141693115,-5.429999828338623,1.8899999856948853,-2.0899999141693115,-5.539999961853027,1.956666588783264,-2.0899999141693115,-5.559999942779541,2.0233333110809326,-2.0233333110809326,-5.5933332443237305
Monument Fire,1d1bb813-5955-438a-a2cd-0e2d46074f1a,400.0,361.75,355.375,351.75,349.375,344.48,357.3611111111111,362.0238095238095,356.9807692307692,1.1299999952316284,-2.0899999141693115,-5.480000019073486,1.690000057220459,-1.8899999856948853,-5.380000114440918,1.690000057220459,-1.8233333826065063,-5.403333187103272,1.8233333826065063,-1.7166666984558103,-5.465000152587891
