,incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,lon,lat,fire_start_date,rmax_mean_8w,rmin_mean_8w,sph_mean_8w,srad_mean_8w,tmmn_mean_8w,tmmx_mean_8w,vs_mean_8w,bi_mean_8w,fm100_mean_8w,fm1000_mean_8w,erc_mean_8w,etr_mean_8w,pet_mean_8w,vpd_mean_8w,pr_sum_8w,th_sin_8w,th_cos_8w,rmax_mean_6w,rmin_mean_6w,sph_mean_6w,srad_mean_6w,tmmn_mean_6w,tmmx_mean_6w,vs_mean_6w,bi_mean_6w,fm100_mean_6w,fm1000_mean_6w,erc_mean_6w,etr_mean_6w,pet_mean_6w,vpd_mean_6w,pr_sum_6w,th_sin_6w,th_cos_6w,rmax_mean_4w,rmin_mean_4w,sph_mean_4w,srad_mean_4w,tmmn_mean_4w,tmmx_mean_4w,vs_mean_4w,bi_mean_4w,fm100_mean_4w,fm1000_mean_4w,erc_mean_4w,etr_mean_4w,pet_mean_4w,vpd_mean_4w,pr_sum_4w,th_sin_4w,th_cos_4w,rmax_mean_2w,rmin_mean_2w,sph_mean_2w,srad_mean_2w,tmmn_mean_2w,tmmx_mean_2w,vs_mean_2w,bi_mean_2w,fm100_mean_2w,fm1000_mean_2w,erc_mean_2w,etr_mean_2w,pet_mean_2w,vpd_mean_2w,pr_sum_2w,th_sin_2w,th_cos_2w,log_acres_burned
1193,Adams Fire,Y,2019-01-04T08:50:00Z,2018-11-05T10:17:00Z,CAL FIRE Tehama - Glenn Unit,,Tehama,"off Adams Road at Barr Lane, southwest of Cottonwood ",60.0,100.0,,CAL FIRE Tehama - Glenn Unit,-122.308479,40.346652,,8030a870-0453-48e0-b243-86dbae075434,https://www.fire.ca.gov/incidents/2018/11/5/adams-fire/,2019-01-04T08:50:00Z,2019-01-04,2018-11-05,N,True,False,-122.308479,40.346652,2018-11-05,53.692863,12.8785715,0.00405,253.03572,284.17142,303.5143,2.7428575,51.285713,6.5071425,6.0999994,82.42857,7.978572,5.4714284,2.2185712,0.0,-0.23340452,0.19706832,68.82857,28.87143,0.0064771427,182.00716,286.3214,301.4857,3.1214283,35.0,11.192857,7.8642855,62.42857,6.2928576,4.2714286,1.7500001,16.7,0.16546202,0.4059798,52.907143,10.55,0.0037857143,194.22859,282.4357,302.00714,2.8999999,45.57143,7.828572,9.728572,66.92857,6.9071426,4.4428573,1.9928571,0.0,-0.3647674,0.32181224,68.92143,18.32857,0.004767857,152.06429,281.60715,299.09286,3.2285714,45.07143,9.607142,9.214286,63.92857,5.792857,3.664286,1.49,0.0,-0.1946893,0.49907184,4.110873864173311
1194,Horn Fire,Y,2019-01-04T08:47:00Z,2018-11-08T11:25:00Z,CAL FIRE Lassen - Modoc Unit,,Lassen,"Horn Road and Mail Route Road, 9 miles southeast of Termo  ",88.0,100.0,,CAL FIRE Lassen - Modoc Unit,-120.19336,40.83116,,79968306-21a9-465e-acbe-4ea715c70ab5,https://www.fire.ca.gov/incidents/2018/11/8/horn-fire/,2019-01-04T08:47:00Z,2019-01-04,2018-11-08,N,False,False,-120.19336,40.83116,2018-11-08,55.850002,10.807142,0.0025592858,237.15,274.01428,295.1286,3.6142857,71.57143,6.6857147,6.0571427,86.42857,6.878571,4.6714287,1.3171431,0.0,-0.28079835,-0.19147846,77.22857,30.192858,0.0042464286,173.53574,276.1857,289.97858,4.092857,37.357143,12.635715,8.978572,57.142857,4.5428567,3.1214287,0.8321429,24.199999,-0.59141016,-0.24915625,64.76428,13.442857,0.0024350001,177.70715,270.80716,289.79282,3.378571,50.0,9.671428,11.17143,59.857143,4.585715,3.0142858,0.8907143,0.8,0.46662727,-0.13876882,85.35714,22.964285,0.003381429,137.70714,269.9,288.22858,3.4357142,40.42857,13.892858,11.785714,49.07143,3.5285714,2.2928574,0.67,0.5,-0.5592493,-0.11614061,4.48863636973214
1195,Nurse Fire,Y,2019-01-04T08:47:00Z,2018-11-08T13:28:00Z,Suisun City Fire Protection District,,Solano,"off Highway 12 and Nurse Blue Road, Suisun City",1500.0,100.0,,Suisun City Fire Protection District,-121.9424,38.21396,,b8fe54be-15a8-4088-b0bb-16992df93a7e,https://www.fire.ca.gov/incidents/2018/11/8/nurse-fire/,2019-01-04T08:47:00Z,2019-01-04,2018-11-08,N,False,False,-121.9424,38.21396,2018-11-08,72.192856,19.300001,0.0057150004,252.54285,284.35,302.1643,4.1,50.857143,9.550001,10.021429,62.07143,8.292857,5.664285,1.7828571,0.0,-0.9699039,-0.14506014,77.57857,32.499996,0.0075892853,183.0,287.17142,299.34286,3.8928573,40.214287,11.014287,10.214286,54.57143,6.1071434,4.2,1.2964287,1.3,-0.7914094,-0.16086456,71.00001,18.035715,0.0048942855,190.76428,281.90714,299.50714,2.8857143,44.142857,9.3,10.007142,62.642857,5.8071427,3.857143,1.5085715,0.0,-0.8702709,-0.119904466,68.97143,19.12857,0.0051700003,156.10715,282.24286,299.45,3.1642857,43.714287,10.557142,10.464285,59.142857,5.578572,3.5642855,1.4657145,0.0,-0.90166986,0.2829158,7.313886831633462
1196,Hill Fire,Y,2022-10-24T10:30:57Z,2018-11-08T14:03:00Z,"Unified Command: CAL FIRE, Ventura County Fire, Ventura Sheriff Dept, LA County Fire, LA City Fire, LA Sherriff Dept, LA Police Dept",,Ventura,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley",4381.0,100.0,,"Unified Command: CAL FIRE, Ventura County Fire, Ventura Sheriff Dept, LA County Fire, LA City Fire, LA Sherriff Dept, LA Police Dept, California Highway Patrol, Cal Trans, Southern California Edison, Southern California Gas Company, Camrosa Water District",-118.93444,34.22685,Wildfire,bc95da49-28a0-4e56-88d9-72e7455063c0,https://www.fire.ca.gov/incidents/2018/11/8/hill-fire/,2019-01-04T08:43:00Z,2019-01-04,2018-11-08,N,True,False,-118.93444,34.22685,2018-11-08,89.24285,28.09286,0.008092144,251.6,285.47858,300.6,1.9499999,26.571428,13.935715,14.821428,39.92857,5.1857142,4.107143,1.2642858,0.0,0.004090837,-0.5133354,95.221436,39.135715,0.009860715,205.59999,286.6,299.34283,2.635714,29.142857,15.8928585,14.971429,36.357143,4.4,3.4214287,0.91142845,0.0,0.33322436,-0.088900626,67.00714,20.792858,0.0060199993,199.28569,285.30713,299.95712,2.55,33.0,11.935715,14.692858,44.57143,5.7428575,3.9428573,1.5407143,4.7,-0.40760517,-0.30435044,70.45,19.764286,0.00593,177.86429,284.9357,299.74286,1.85,37.214287,10.507143,12.242859,54.642857,4.357143,3.0428574,1.5114286,0.0,-0.20444693,-0.47342658,8.385260520155413
1197,Woolsey Fire,Y,2025-07-07T09:59:35Z,2018-11-08T14:24:00Z,Ventura County Fire Dept. and Los Angeles County Fire Dept.,,"Los Angeles, Ventura","E Street and Alfa Road Rd, South of Simi Valley",96949.0,100.0,,"Ventura County Fire Dept. and Los Angeles County Fire Dept., Southern California Edison, Southern California Gas Company, California Department of Corrections and Rehabilitation (CDCR), California Conservation Corps (CCC), California Department of Fish & Game, California Highway Patrol, Public Health Department, California State Parks, Caltrans, Ventura County Animal Control, LA County Animal Control, Office of Emergency Management, American Red Cross, Los Angeles Police Department, Los Angeles City Fire Department",-118.70128,34.235,Wildfire,92d7aeea-7abf-47a4-bf76-a4fe0fac65c6,https://www.fire.ca.gov/incidents/2018/11/8/woolsey-fire/,2019-01-04T08:42:00Z,2019-01-04,2018-11-08,N,True,False,-118.70128,34.235,2018-11-08,70.38572,21.199999,0.007977142,252.62144,288.90714,305.07858,2.442857,38.642857,9.685715,10.342857,59.714287,7.085714,5.2285705,2.0571427,0.0,0.6112379,-0.35841116,80.571434,34.55714,0.008917856,203.54288,288.4643,299.92142,3.1,43.5,11.821428,10.785714,54.357143,5.55,4.0642858,1.3064287,0.0,0.50976235,-0.16531758,52.6,19.521427,0.0055428566,197.5,289.20004,299.3786,2.8357143,45.07143,8.985714,11.014285,60.285713,6.285714,4.271428,1.7928572,8.5,-0.020837173,-0.7335909,52.157143,16.842857,0.005712143,176.35715,289.55716,301.14996,2.2785716,50.92857,7.2000003,8.928572,72.21429,5.4428563,3.657143,1.9892855,0.0,-0.08133379,-0.51611507,11.481950660670798
1198,Pilot Fire,Y,2019-01-15T10:38:00Z,2019-01-01T14:14:00Z,CAL FIRE Humbolt-Del Norte Unit,,Humboldt,"Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek",30.0,100.0,,CAL FIRE Humbolt-Del Norte Unit,-123.67555556,40.61805556,,6004d3e5-66f8-487a-80a4-689d3852378c,https://www.fire.ca.gov/incidents/2019/1/1/pilot-fire/,2019-01-15T10:38:00Z,2019-01-15,2019-01-01,N,True,False,-123.67555556,40.61805556,2019-01-01,32.70714,6.1428566,0.002062143,137.69286,277.6357,292.79288,3.9642856,52.857143,5.914286,10.278572,68.71429,5.6285715,3.3428571,1.2657144,0.0,0.31029853,-0.67820895,93.06429,60.021427,0.005347143,77.792854,275.94284,283.1357,5.542857,5.928571,22.364285,17.37143,17.142857,1.4857143,0.9857143,0.20714283,219.5,-0.1143289,-0.15689881,88.542854,49.31428,0.0044964286,75.57856,274.85715,283.5286,5.7785716,11.642858,19.842855,22.321426,12.714286,2.0428572,1.2928572,0.30857143,76.7,0.49848837,0.07977841,91.43572,53.13571,0.004563571,82.72857,274.19287,282.62143,5.8928566,8.214286,22.514288,27.150003,3.857143,1.842857,1.1642857,0.24714287,100.200005,-0.2386726,-0.2260545,3.4339872044851463
1199,Honey Flooding,Y,2019-07-09T13:45:23Z,2018-11-29T23:30:00Z,CAL FIRE Butte Unit,,Butte,"Lower Skyway and Lower Honey Run, Between Chico and Paradise ",0.0,100.0,,CAL FIRE Butte Unit,-121.77385,39.71217,Flood,e6b8af54-15fb-42bb-8be9-f323c9d5cc78,https://www.fire.ca.gov/incidents/2018/11/29/honey-flooding/,2019-01-04T08:42:00Z,2019-01-04,2018-11-29,N,True,False,-121.77385,39.71217,2018-11-29,64.55,20.05,0.0053878576,192.07858,283.14285,300.66428,3.9571426,50.214287,11.185714,10.107142,59.285713,7.4714284,4.828572,1.6071428,1.5,-0.49833092,0.46809363,73.75714,20.507141,0.005241428,167.76428,281.84286,299.04288,2.8214285,46.714287,9.5,9.235716,65.21429,5.1142855,3.3357143,1.4057143,0.0,0.09791883,0.2939747,39.285713,7.4928575,0.0026471429,144.9857,278.4643,294.92862,3.7857144,62.357143,6.014286,8.535714,76.71429,6.328571,3.8285713,1.392143,0.0,-0.4930245,0.7412733,81.192856,48.00714,0.0058421427,92.25714,278.37143,289.45712,2.8142858,19.642857,14.671428,10.400001,47.57143,1.6142857,1.0857143,0.4585714,73.2,0.010276382,0.0011124143,0.0
1200,Morgan Fire,Y,2019-01-04T08:44:00Z,2018-11-15T13:31:00Z,CAL FIRE Santa Clara Unit,,Contra Costa,"Off Morgan Territory Rd & Storybook Ln, east of San Ramon",20.0,100.0,,CAL FIRE Santa Clara Unit,-121.7944,37.81111,,e83e7346-5b83-4e3a-845c-867fd84d17f0,https://www.fire.ca.gov/incidents/2018/11/15/morgan-fire/,2019-01-04T08:44:00Z,2019-01-04,2018-11-15,N,True,False,-121.7944,37.81111,2018-11-15,58.271423,24.25,0.0063021434,215.15714,289.15717,300.30002,2.8071427,39.07143,7.9357147,7.9571424,68.35714,6.457143,4.542857,1.7978573,4.5,-0.9639007,0.08479898,58.635715,24.435715,0.0052892854,199.41428,286.10715,295.5357,2.9428573,41.785713,9.614286,9.328572,62.714287,5.335714,3.6857142,1.2992858,0.0,-0.9045822,0.32499784,62.485714,26.985714,0.005925715,173.82857,286.56427,295.7357,2.6000004,40.07143,9.135715,8.814286,64.78571,4.3428574,2.9999998,1.2421428,0.0,-0.8686065,0.05572192,34.70714,10.8714285,0.0032749998,149.25,285.0,293.4714,2.0000002,42.57143,6.114285,8.192858,75.42857,3.9357145,2.5285716,1.4292858,0.0,-0.5222031,0.019667894,3.044522437723423
1201,Green Hill Fire,Y,2019-01-04T08:46:00Z,2018-11-12T17:39:00Z,CAL FIRE Humboldt - Del Norte Unit,,Humboldt,off Highway 299 in the area of Green Hill,10.0,100.0,,CAL FIRE Humboldt - Del Norte Unit,-124.001849,40.888785,,116fabb6-7440-4d6d-aa89-668989c028db,https://www.fire.ca.gov/incidents/2018/11/12/green-hill-fire/,2019-01-04T08:46:00Z,2019-01-04,2018-11-12,N,True,False,-124.001849,40.888785,2018-11-12,92.92143,50.12143,0.0073250006,218.6857,281.95715,292.16428,4.957143,29.928572,16.864286,16.7,29.428572,3.8642857,2.9142857,0.49142858,11.7,-0.1927917,-0.24327517,96.299995,54.61429,0.0074714283,171.82143,281.42142,291.9857,4.3714285,21.785715,19.135714,18.8,21.642857,3.1857145,2.3428571,0.4557143,12.5,-0.31080675,-0.4171119,88.792854,49.371426,0.0066285706,160.31429,281.3643,291.15714,2.9428573,20.0,15.578572,17.278572,28.285715,2.8642862,2.0857143,0.51785713,12.5,-0.05551533,-0.84409267,97.614296,46.342857,0.006106429,140.01428,278.07855,290.48575,4.7428565,27.857143,19.392857,18.949999,23.285715,2.9642856,1.9642857,0.4507143,0.3,-0.34559014,-0.49113703,2.3978952727983707
1202,Sierra Fire,Y,2019-01-04T08:45:00Z,2018-11-13T08:19:00Z,Rialto Fire Department,,San Bernardino,off Sierra Ave and Riverside Ave,147.0,100.0,,Rialto Fire Department,-117.43184,34.18075,,d18da394-5ed4-4004-8dea-600e15d398e4,https://www.fire.ca.gov/incidents/2018/11/13/sierra-fire/,2019-01-04T08:45:00Z,2019-01-04,2018-11-13,N,False,False,-117.43184,34.18075,2018-11-13,67.22143,19.392857,0.007859999,237.37144,289.0,305.87857,2.75,49.214287,8.007143,8.514285,70.71429,7.4857144,5.357143,2.2292855,0.0,-0.06554275,-0.5911231,88.692856,41.228573,0.009145,186.84286,286.4357,297.25714,3.507143,34.214287,14.878571,11.27143,45.57143,4.8928576,3.5785716,0.90714276,28.3,-0.46940058,-0.2494874,49.77857,13.228571,0.0052678576,190.42857,288.4643,301.77142,2.4428573,45.92857,7.65,11.321428,62.92857,6.0785713,4.107143,2.0614285,0.0,0.07918893,-0.69617337,45.47143,12.228572,0.004105714,171.40714,286.52142,298.15,3.335714,61.285713,6.6785707,9.092856,73.71429,6.464286,4.128571,1.7814283,0.0,-0.26424962,-0.5733189,4.997212273764115
1203,Niles Fire,Y,2019-01-04T08:45:00Z,2018-11-14T14:56:00Z,CAL FIRE Santa Clara Unit,,Alameda," off Palomares Road Niles Canyon Road, northwest of Sunol",20.0,100.0,,CAL FIRE Santa Clara Unit,-121.94182,37.61158,,03f49769-b928-44a5-be82-236d3d341eba,https://www.fire.ca.gov/incidents/2018/11/14/niles-fire/,2019-01-04T08:45:00Z,2019-01-04,2018-11-14,N,True,False,-121.94182,37.61158,2018-11-14,65.03571,23.107143,0.0064964285,224.88571,287.42142,300.7643,3.0714285,40.642857,9.335714,10.05,60.214287,6.4928575,4.5642858,1.6850001,1.9,-0.7390819,-0.092714004,69.17143,26.357143,0.006117143,199.16428,285.2357,297.02145,3.4642856,39.285713,12.007143,11.414286,51.857143,5.707143,3.914286,1.2385714,2.6,-0.84153557,0.044137605,74.23572,27.021427,0.0062892856,180.55713,284.55,296.89288,2.9785712,40.42857,10.6285715,10.485715,57.5,4.621429,3.1642857,1.1792858,0.0,-0.70058453,0.31318197,37.57143,9.585714,0.003547857,154.62856,285.2786,295.24286,3.0142858,48.214287,7.128572,9.864286,68.21429,5.542857,3.457143,1.5221426,0.0,-0.17534176,-0.023589075,3.044522437723423
1204,Briggs Fire,Y,2019-01-04T08:44:00Z,2018-11-15T01:39:00Z,Ventura County Fire Department,,Ventura,"off Shell Road and Orr Road, Santa Paula",150.0,100.0,,Ventura County Fire Department,-119.09916667,34.30166667,,c003df4f-d19c-4e21-a90f-81d3f14aaf99,https://www.fire.ca.gov/incidents/2018/11/15/briggs-fire/,2019-01-04T08:44:00Z,2019-01-04,2018-11-15,N,True,False,-119.09916667,34.30166667,2018-11-15,86.97858,35.97857,0.0089692855,225.9857,287.10715,299.20712,2.492857,31.142857,13.95,14.307141,40.92857,4.892857,3.792857,1.0521429,0.0,0.13872658,-0.21077172,87.935715,34.06429,0.007888571,203.75713,284.05713,298.22855,2.6285717,27.428572,16.292856,15.321428,35.214287,4.664286,3.457143,0.98928565,2.5,-0.017815897,-0.27462006,72.89286,18.042858,0.0055850004,188.9,283.2,300.0357,1.9571427,36.0,10.349999,13.114286,52.214287,4.8428574,3.3642862,1.5164286,0.0,-0.4487445,-0.6375209,53.899998,11.835714,0.004039286,171.02856,282.1357,299.7,2.6642857,46.642857,9.32857,11.807143,59.5,5.8714285,3.742857,1.6914284,0.0,0.13448082,-0.54571193,5.017279836814924
1205,Peak Fire,Y,2020-08-13T11:21:59Z,2018-11-12T10:06:00Z,Ventura County Fire Department,,Ventura,"off Highway 118 and Rocky Peak Road, east of Simi Valley",186.0,100.0,,Ventura County Fire Department,-118.64381589,34.26734825,Wildfire,c3b66e33-ef00-4874-a29b-b36640c16122,https://www.fire.ca.gov/incidents/2018/11/12/peak-fire/,2019-01-04T08:46:00Z,2019-01-04,2018-11-12,N,True,False,-118.64381589,34.26734825,2018-11-12,72.78572,22.90714,0.007887856,245.36429,287.95,303.8714,2.7,45.142857,9.335715,9.6,63.857143,6.8714285,5.0285716,1.8642856,0.0,0.5827181,-0.17417224,82.62858,37.771427,0.008484285,192.85,287.15,297.32858,2.8857143,37.857143,13.007142,10.935715,50.785713,4.6714287,3.4714286,1.022143,6.0,0.4378211,-0.29021806,43.36429,11.485715,0.0047642854,195.74284,289.75714,300.9643,2.7,51.857143,7.0357146,10.1285715,68.92857,6.5428576,4.35,2.1071427,0.0,-0.1437169,-0.8546906,47.57857,15.092856,0.004726429,172.75,287.72858,298.07855,3.0714285,59.42857,7.128571,8.528571,74.42857,6.1071424,3.9500003,1.7257144,0.0,0.13796976,-0.4491589,5.231108616854587
1206,Bear Fire ,Y,2019-01-04T08:44:00Z,2018-11-16T11:01:00Z,CAL FIRE San Mateo-Santa Cruz Unit,,Santa Cruz,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",10.0,100.0,,CAL FIRE San Mateo-Santa Cruz Unit,-122.12036,37.12857,,b6fb27e6-073c-4092-b8a8-51e96be987a4,https://www.fire.ca.gov/incidents/2018/11/16/bear-fire/,2019-01-04T08:44:00Z,2019-01-04,2018-11-16,N,True,False,-122.12036,37.12857,2018-11-16,93.935715,33.02857,0.0077078566,201.28569,282.31427,299.13574,2.7357142,31.285715,14.128571,14.342857,41.07143,4.7999997,3.5571427,1.0742857,1.8,-0.22575049,-0.28327417,77.87142,24.928572,0.0059078573,203.40714,281.85712,297.74286,3.7428567,39.57143,13.449999,14.592857,43.142857,5.892857,4.028571,1.1899999,0.0,-0.72227114,0.45839828,90.89286,27.835712,0.006542143,172.75,280.65,297.64996,4.7571425,44.142857,14.228571,13.792857,43.857143,5.6857142,3.7499998,1.0478572,0.4,-0.6408757,0.66115415,50.90714,10.157143,0.0034907141,158.4,280.29288,296.64285,3.885714,50.0,8.592857,12.3785715,58.142857,6.2928576,3.8785713,1.4228572,0.0,-0.4352037,-0.027869092,2.3978952727983707
1207,Scott Fire,Y,2019-06-27T08:24:51Z,2019-06-25T13:51:09Z,CAL FIRE Nevada-Yuba-Placer Unit,,Yuba,"off Scott Forbes Rd, 5 miles east of Browns Valley",80.0,100.0,,,-121.32399,39.24678,,31cbc968-6d9d-412b-8bc3-6846ca398fe2,https://www.fire.ca.gov/incidents/2019/6/25/scott-fire/,2019-06-25T13:50:00Z,2019-06-25,2019-06-25,N,True,False,-121.32399,39.24678,2019-06-25,85.85714,37.878574,0.0078714285,333.8357,283.5143,299.60715,2.3999999,28.142857,13.042857,15.85,37.714287,6.4428573,5.271428,1.1228571,0.0,0.17420337,-0.031739738,88.97143,51.83572,0.007339286,237.9714,282.2143,293.27856,3.8357143,8.714286,17.078573,17.785715,21.714285,4.642857,3.7214284,0.61,87.99999,0.5146655,0.3519623,84.51428,34.98571,0.009992856,350.10715,287.92145,304.56427,2.6142857,23.785715,13.428572,17.714285,32.07143,8.007143,6.4928575,1.5914286,2.7,-0.274306,-0.30409998,75.57143,29.27143,0.010057858,355.19284,289.84286,307.65,2.4857144,36.214287,9.585714,13.807142,49.357143,8.942857,7.121429,2.117857,0.0,-0.1596509,0.106960945,4.394449154672439
1208,York Fire,Y,2019-06-24T11:45:00Z,2019-04-28T22:20:00Z,Fresno-Kings County,,Kings,"Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)",161.0,100.0,,Fresno-Kings County,-120.09715,35.81778,,85bdd89a-4ce5-4539-a274-23fa2b030e7d,https://www.fire.ca.gov/incidents/2019/4/28/york-fire/,2019-06-24T11:45:00Z,2019-06-24,2019-04-28,N,True,False,-120.09715,35.81778,2019-04-28,95.35,42.350002,0.0057428563,197.05,278.43573,291.12857,2.292857,14.0,18.1,20.185713,20.0,3.3142855,2.5857146,0.58357143,17.2,-0.275085,-0.385648,94.08572,35.95,0.006166429,224.29286,280.0357,294.67142,2.1142857,12.285714,15.892858,18.857143,23.785715,4.171428,3.2785714,0.8257143,12.1,-0.5898591,-0.42070314,94.392845,38.871426,0.007078572,262.6357,282.06427,295.55002,2.7071426,23.5,15.22143,17.421427,30.5,4.9285707,3.9285715,0.8214285,0.8,-0.68665594,0.085959926,90.52144,30.1,0.007902143,291.90714,284.10715,301.25,2.1357143,25.071428,13.864286,15.957141,36.5,6.1142855,4.914286,1.3764286,4.1,-0.72575206,-0.13118142,5.087596335232384
1209,Cana Fire,Y,2019-05-08T08:47:00Z,2019-04-30T12:20:00Z,CAL FIRE / Butte County Fire,,Butte,"Off Hamilton Nord Cana Hwy & Cana Hwy, northeast of Chico",10.0,100.0,,CAL FIRE / Butte County Fire,-121.957,39.83958,,34abbc65-5bbe-474b-85c8-16d07bb5b503,https://www.fire.ca.gov/incidents/2019/4/30/cana-fire/,2019-05-08T08:47:00Z,2019-05-08,2019-04-30,N,True,False,-121.957,39.83958,2019-04-30,87.857155,45.62857,0.005442143,178.39285,278.58572,291.0643,4.9928565,18.714285,17.771427,23.021425,15.428572,4.407143,3.0642858,0.63571423,41.2,0.047424518,0.58155537,92.45,55.97143,0.006697143,182.37856,280.78574,290.92142,4.7,7.785714,19.978573,23.135714,10.071428,3.6000001,2.707143,0.48142856,58.500008,0.38215828,0.4849227,83.307144,51.67142,0.007192857,187.07141,283.60715,293.25,5.700001,22.928572,14.9,21.557142,20.0,5.0999994,3.6428573,0.665,37.0,0.22523764,0.67884725,92.221436,37.06429,0.008926428,310.69998,284.91428,302.0,3.5785713,29.5,13.971429,17.821428,32.142857,7.4071426,5.6857147,1.2864286,0.0,-0.20234083,0.11328024,2.3978952727983707
1210,Woody Fire,Y,2019-05-08T08:47:00Z,2019-04-30T18:37:00Z,Kern County Fire Department,,Kern,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",115.0,100.0,,Kern County Fire Department,-118.92545,35.65189,,d3beabf6-63e9-4cad-a17c-58bb36abd7ac,https://www.fire.ca.gov/incidents/2019/4/30/woody-fire/,2019-05-08T08:47:00Z,2019-05-08,2019-04-30,N,False,False,-118.92545,35.65189,2019-04-30,89.99285,41.00714,0.005732857,204.36429,279.29285,291.94287,2.6499996,17.0,16.371428,18.057142,26.142857,3.7357142,2.8785713,0.68857145,52.7,-0.060814284,-0.06271922,88.692856,39.56429,0.0064864284,213.90715,281.5214,294.41428,2.585714,21.071428,14.335714,16.435713,32.0,4.4071426,3.4071429,0.8185714,7.2999997,-0.6284846,0.09105301,85.77858,37.028572,0.0072364286,245.47144,283.50714,296.8786,3.7642856,29.5,13.3,15.150001,37.5,5.821429,4.3857145,0.98857147,3.6,-0.75270504,0.473707,85.15,31.264288,0.008626429,269.17856,286.49286,302.44287,2.992857,35.785713,12.192858,13.942858,44.714287,6.9714284,5.335715,1.5192858,0.3,-0.755266,0.17444502,4.7535901911063645
1211,Meridian Fire,Y,2019-05-08T08:47:00Z,2019-05-01T16:46:00Z,CAL FIRE Butte Unit,,Butte,"Off Munjar Rd, north of Chico",50.0,100.0,,"CAL FIRE Butte Unit, California Conservation Corps",-121.905,39.85484,,398bb669-190d-4dbf-9af0-6ccb27817c13,https://www.fire.ca.gov/incidents/2019/5/1/meridian-fire/,2019-05-08T08:47:00Z,2019-05-08,2019-05-01,N,True,False,-121.905,39.85484,2019-05-01,85.08572,43.235718,0.0053499998,187.46428,278.7143,291.39285,4.664285,15.714286,16.949999,23.735714,14.5,4.5071425,3.1714287,0.6764286,26.7,0.048974507,0.5951596,88.678566,56.171425,0.006510715,174.7,281.0714,290.39285,4.5642858,7.285714,19.742857,23.785715,9.285714,3.592857,2.6714287,0.49071428,95.100006,0.34645486,0.5480283,82.46429,50.464287,0.0070185713,197.03572,283.3143,293.17856,5.107143,18.142857,14.557142,21.72857,19.5,5.0285716,3.6571429,0.67857134,12.999999,0.16276573,0.55076087,91.26428,37.457146,0.008892143,306.4643,285.07855,301.77142,3.3999999,27.5,13.942858,18.17143,31.071428,7.1785707,5.5642853,1.2714287,2.0,-0.24569942,0.16587843,3.9318256327243257
1212,Vulcan Fire,Y,2019-05-08T08:48:00Z,2019-05-03T15:04:00Z,Kern County Fire,,Kern,Off Highway 166 at Wind Wolves Preserve,172.0,100.0,,Kern County Fire,-119.19454,35.03855,,ee290ec6-3815-4c44-a96a-edb331fcc925,https://www.fire.ca.gov/incidents/2019/5/3/vulcan-fire/,2019-05-08T08:48:00Z,2019-05-08,2019-05-03,N,True,False,-119.19454,35.03855,2019-05-03,86.10714,33.042854,0.0050450005,225.55713,278.82858,292.56427,3.6285717,21.642857,14.3,16.37143,32.214287,4.9214287,3.557143,0.8221429,4.9,-0.16945781,0.11006527,85.78572,35.092857,0.006215714,235.99287,281.94998,294.92856,3.0571427,25.928572,13.214286,14.97857,37.5,5.1714287,3.8999999,0.9114286,2.7,-0.6007161,-0.038012754,83.07857,31.135715,0.0065957145,268.3143,283.30002,297.57858,4.1142855,38.214287,12.135714,13.764287,44.357143,6.7142854,4.9428573,1.1414286,1.3,-0.5990118,0.3209191,78.92143,26.957144,0.007618571,295.85004,286.43573,302.17856,3.257143,36.642857,10.471429,12.300001,50.92857,7.7785716,5.857143,1.63,1.8,-0.8376151,0.13814224,5.153291594497779
