,incident_id,incident_name,incident_latitude,incident_longitude,incident_county,distance_to_road_km,distance_to_city_km,distance_to_coast_km,distance_to_powerline_km,local_urban_population
0,2ca11d45-8139-4c16-8af0-880d99b21e82, Bridge Fire,40.774,-122.309,Shasta,0.28655618268433053,4.828706152433049,136.91366438617425,0.15114066423608563,0.0
1,094719ba-a47b-4abb-9ec5-a506b2b9fd23,River Fire,36.602575,-118.01651,Inyo,182.46589979420153,89.61864363958266,81.51905324839588,0.106680231471203,0.0
2,58f89ff8-bd3e-4355-b1c0-8fa05c747d3f,Fawnskin Fire,34.288877,-116.941311,San Bernardino,32.98688429025637,4.021639600568294,119.94331137927978,6.099748808669781,0.0
3,357ffc13-bef9-48eb-810f-c5de851972eb,Gold Fire,37.116295,-119.635004,Madera,99.8693628681395,20.521081926074405,135.66154673853845,2.441774066200327,0.0
4,53122f0f-fefc-4dbf-b2d8-566b42ced66d,Panther Fire,40.190062,-121.595555,Tehama,53.300212970669065,36.94451049744033,136.0884287458956,27.668764730159175,0.0
5,d8d1c943-7b5d-4885-9043-f41075d6eded,Silverado Fire,38.441792,-122.350844,Napa,31.092411697109007,3.393835936576241,65.93723902123713,0.052464436035733635,0.0
6,64e4f81e-d872-44c4-ba8d-111fa77124ba,Yellow Fire,38.638828,-122.655616,Sonoma,61.08370535849293,7.051259383664332,52.361266866290975,5.254673088231934,0.0
7,a1b14be5-a8cf-4e40-8588-96becf4c5879,Summit Fire,34.288877,-116.941311,Riverside,32.98688429025637,4.021639600568294,119.94331137927978,6.099748808669781,0.0
8,ca68f3c4-4906-4952-b794-4531d7da8369,Tres Pinos Fire,37.160346,-120.937494,San Benito,8.995613696805938,10.742198653504284,104.91865850898274,8.300612543198895,0.0
9,5649e78d-7c26-4698-89a0-b0fa9a35cf78,306 Fire,39.514139,-122.560862,Glenn,29.74188382294666,29.316516901969013,109.48976009757085,8.255615521972558,0.0
10,e2c4b308-9a2d-483b-8434-999bef9adc7c,Lytle Fire,34.1834,-117.4408,San Bernardino,0.3855839756635171,0.0,83.19051588739669,0.12357210226243073,423859.59299999994
11,958ce6d2-97f9-4848-8620-d14ab87f329d,Gorgonio Fire,33.894055,-116.855019,Riverside,3.4029608668535634,1.2152626577945542,92.62642900808282,1.8997091169021478,0.0
12,e0d038e9-0926-4c05-8317-ec7075a04b12,Grand Fire,34.7861,-118.9411,"Kern, Ventura",5.837164960125505,2.875651242343533,70.85093509470035,3.7749940953922785,0.0
13,e215290f-d0b4-48fd-be32-f599959347b1,54 Fire,33.655638,-116.161201,Riverside,5.980977324003477,0.0,114.8813198904413,0.1331805214040446,111834.03899999999
14,39af7eac-c188-411f-8c8a-d165c5fca4a9,Lake Fire,34.49149,-118.610044,Los Angeles,0.8051010337850019,0.15450933580788842,55.87471603399494,0.2958999422371881,0.0
15,2b765a08-c770-4b19-baa8-00dffe3fa838,Lilly 2 Fire,37.1927,-119.7917,Madera,94.82163745224,17.432650678187983,138.57585616902637,8.86250631637808,0.0
16,f17c523c-bf01-4245-899b-7c2331096dae,Cottontail Fire,35.49864,-120.91375,San Luis Obispo,97.39587096304098,5.0562132981473615,11.894094697466784,1.6241833493655733,0.0
17,a60e315c-23d5-4ba4-869c-5c1e22a25e7a,Cherry Fire,33.96201,-116.907213,Riverside,4.141156735650708,1.6456174242987962,94.81826303980415,1.6369910753348742,0.0
18,13850faa-5bab-4fd7-bac3-433ce9250c4d,Water Fire,33.9582,-116.6534,Riverside,3.909791052265524,7.239366836915978,111.02979591258034,1.2205076566644593,0.0
19,0b51d59b-457d-4a62-b066-55c2b8d400e2,Shelton Fire,38.04993,-120.90325,San Joaquin,36.585250227424446,5.662566818531268,131.20880417103814,1.218465958836223,0.0
20,e077e091-f890-477c-b948-eb23774b432e,Border Fire,32.564465,-116.900368,San Diego,12.291833537211419,0.453220441100006,1.2377459169517417,0.2993700841515195,0.0
21,859479e3-918c-42c6-bb74-5fdc17930a16,San Felipe Fire,33.12111,-116.52579,San Diego,33.11882207427769,24.933968043204935,59.132620779258005,4.856971216927902,0.0
22,5b5ce06d-7ea9-4d28-b564-715fd0d04f3f,Homestead Fire,35.5123,-120.6368,San Luis Obispo,79.1273304268066,1.6522760471383244,29.88197634817404,5.202570604114578,0.0
23,9795afee-7e60-4ab3-b5c3-7df67f91c5f9,Smiley Fire,33.963591,-117.187934,Riverside,8.833645958140135,0.9744486828762525,78.36811614788444,0.08501165588749829,0.0
24,07a5397c-a665-4f84-9a82-5f689cb2c8f3,General Fire,33.04458,-116.5209,San Diego,24.734250565705523,22.174106889592895,50.650358822848055,3.9474928527168496,0.0
